Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=PUMA	Option=No	Option=Not Available	Option=Yes	source_count	source_weight	sampling_probability
300-400%	Single-Family Attached	AL, 00302	0.993856	0	0.00614439	232	98	9.45733e-07
300-400%	Single-Family Detached	AL, 00302	0.998389	0	0.00161074	212	3725	2.80634e-05
400%+	Mobile Home	AL, 00302	0.987568	0	0.0124319	1690	140	4.70418e-07
400%+	Multi-Family with 2 - 4 Units	AL, 00302	1	0	0	16	262	2.47937e-06
400%+	Multi-Family with 5+ Units	AL, 00302	0.986316	0	0.0136836	81	1827	1.46623e-05
400%+	Single-Family Attached	AL, 00302	1	0	0	31	493	3.82439e-06
400%+	Single-Family Detached	AL, 00302	0.997683	0	0.0023166	1013	15540	0.000109017
Not Available	Mobile Home	AL, 00302	0	1	0	2646	165	1.22898e-06
Not Available	Multi-Family with 2 - 4 Units	AL, 00302	0	1	0	16	533	3.96995e-06
Not Available	Multi-Family with 5+ Units	AL, 00302	0	1	0	38	1641	1.22227e-05
Not Available	Single-Family Attached	AL, 00302	0	1	0	136	78	5.80972e-07
Not Available	Single-Family Detached	AL, 00302	0	1	0	80	2531	1.88517e-05
0-100%	Mobile Home	AL, 00400	0.991453	0	0.00854701	127	2691	1.90529e-05
0-100%	Multi-Family with 2 - 4 Units	AL, 00400	0.957463	0	0.0425373	79	1340	9.17409e-06
0-100%	Multi-Family with 5+ Units	AL, 00400	1	0	0	23	450	3.49632e-06
0-100%	Single-Family Attached	AL, 00400	1	0	0	254	72	3.90937e-07
0-100%	Single-Family Detached	AL, 00400	0.970026	0	0.029974	264	4237	3.51694e-05
100-150%	Mobile Home	AL, 00400	0.990777	0	0.0092233	109	2060	1.17503e-05
100-150%	Multi-Family with 2 - 4 Units	AL, 00400	1	0	0	24	423	2.70341e-06
100-150%	Multi-Family with 5+ Units	AL, 00400	0.883019	0	0.116981	14	265	1.81995e-06
100-150%	Single-Family Attached	AL, 00400	1	0	0	142	36	3.04237e-07
100-150%	Single-Family Detached	AL, 00400	0.998826	0	0.00117398	269	4259	2.97822e-05
150-200%	Mobile Home	AL, 00400	0.947038	0	0.0529623	69	1114	9.39029e-06
150-200%	Multi-Family with 2 - 4 Units	AL, 00400	0.984772	0	0.0152284	21	197	1.39681e-06
150-200%	Multi-Family with 5+ Units	AL, 00400	1	0	0	12	294	1.33926e-06
150-200%	Single-Family Attached	AL, 00400	0.993571	0	0.0064288	183	71	3.01592e-07
150-200%	Single-Family Detached	AL, 00400	0.971414	0	0.0285859	241	3953	2.72403e-05
200-300%	Mobile Home	AL, 00400	0.983863	0	0.0161372	118	1983	1.44423e-05
200-300%	Multi-Family with 2 - 4 Units	AL, 00400	0.991636	0	0.00836439	551	71	1.52632e-06
200-300%	Multi-Family with 5+ Units	AL, 00400	0.999128	0	0.000871944	1211	190	1.93227e-06
200-300%	Single-Family Attached	AL, 00400	0.993042	0	0.00695807	292	134	6.30365e-07
200-300%	Single-Family Detached	AL, 00400	0.992924	0	0.00707583	448	6501	4.8853e-05
300-400%	Mobile Home	AL, 00400	1	0	0	61	1044	9.51216e-06
300-400%	Multi-Family with 2 - 4 Units	AL, 00400	0.995289	0	0.00471143	324	123	9.5404e-07
300-400%	Multi-Family with 5+ Units	AL, 00400	0.991611	0	0.00838885	759	100	9.04881e-07
300-400%	Single-Family Attached	AL, 00400	0.993856	0	0.00614439	232	72	5.06767e-07
300-400%	Single-Family Detached	AL, 00400	0.978579	0	0.021421	364	4715	3.52212e-05
400%+	Mobile Home	AL, 00400	1	0	0	60	1043	9.29388e-06
400%+	Multi-Family with 2 - 4 Units	AL, 00400	0.99441	0	0.00559043	447	90	8.33467e-07
400%+	Multi-Family with 5+ Units	AL, 00400	0.996426	0	0.00357437	1464	187	1.49218e-06
400%+	Single-Family Attached	AL, 00400	0.991407	0	0.0085934	615	33	9.56061e-07
400%+	Single-Family Detached	AL, 00400	0.97986	0	0.0201402	654	8987	6.51056e-05
Not Available	Mobile Home	AL, 00400	0	1	0	97	2498	1.84658e-05
Not Available	Multi-Family with 2 - 4 Units	AL, 00400	0	1	0	781	196	1.44888e-06
Not Available	Multi-Family with 5+ Units	AL, 00400	0	1	0	1736	297	2.19549e-06
Not Available	Single-Family Attached	AL, 00400	0	1	0	136	47	3.47435e-07
Not Available	Single-Family Detached	AL, 00400	0	1	0	294	6577	4.8619e-05
0-100%	Mobile Home	AL, 00500	0.994245	0	0.0057554	77	1390	9.35411e-06
0-100%	Multi-Family with 2 - 4 Units	AL, 00500	1	0	0	87	825	6.67623e-06
0-100%	Multi-Family with 5+ Units	AL, 00500	1	0	0	72	604	4.19212e-06
0-100%	Single-Family Attached	AL, 00500	1	0	0	10	46	3.29066e-07
0-100%	Single-Family Detached	AL, 00500	0.994126	0	0.0058745	307	3745	2.66179e-05
100-150%	Mobile Home	AL, 00500	1	0	0	55	990	8.16493e-06
100-150%	Multi-Family with 2 - 4 Units	AL, 00500	1	0	0	48	368	2.4407e-06
100-150%	Multi-Family with 5+ Units	AL, 00500	1	0	0	44	325	2.30331e-06
100-150%	Single-Family Attached	AL, 00500	1	0	0	142	37	2.27733e-07
100-150%	Single-Family Detached	AL, 00500	0.988912	0	0.0110878	304	3337	2.5494e-05
150-200%	Mobile Home	AL, 00500	0.992561	0	0.00743889	54	941	5.79517e-06
150-200%	Multi-Family with 2 - 4 Units	AL, 00500	1	0	0	36	266	1.70729e-06
150-200%	Multi-Family with 5+ Units	AL, 00500	1	0	0	28	293	1.8448e-06
150-200%	Single-Family Attached	AL, 00500	0.993571	0	0.0064288	183	24	2.06848e-07
150-200%	Single-Family Detached	AL, 00500	0.992445	0	0.00755515	296	3309	2.36872e-05
200-300%	Mobile Home	AL, 00500	1	0	0	71	1111	7.8665e-06
200-300%	Multi-Family with 2 - 4 Units	AL, 00500	0.824561	0	0.175439	29	228	1.7802e-06
200-300%	Multi-Family with 5+ Units	AL, 00500	1	0	0	32	289	2.14022e-06
200-300%	Single-Family Attached	AL, 00500	0.993042	0	0.00695807	292	96	3.90332e-07
200-300%	Single-Family Detached	AL, 00500	0.986266	0	0.0137336	583	6262	4.69692e-05
300-400%	Mobile Home	AL, 00500	0.964286	0	0.0357143	21	420	4.37095e-06
300-400%	Multi-Family with 2 - 4 Units	AL, 00500	1	0	0	16	100	7.67006e-07
300-400%	Multi-Family with 5+ Units	AL, 00500	1	0	0	14	77	1.42538e-06
300-400%	Single-Family Attached	AL, 00500	0.993856	0	0.00614439	232	33	2.94303e-07
300-400%	Single-Family Detached	AL, 00500	0.99929	0	0.000710101	501	5633	3.85331e-05
400%+	Mobile Home	AL, 00500	0.991014	0	0.00898588	39	779	5.36956e-06
400%+	Multi-Family with 2 - 4 Units	AL, 00500	1	0	0	17	206	1.11196e-06
400%+	Multi-Family with 5+ Units	AL, 00500	1	0	0	20	363	2.27233e-06
400%+	Single-Family Attached	AL, 00500	1	0	0	13	55	6.66453e-07
400%+	Single-Family Detached	AL, 00500	0.988024	0	0.0119765	1263	14445	0.000105628
Not Available	Mobile Home	AL, 00500	0	1	0	55	1331	9.67257e-06
Not Available	Multi-Family with 2 - 4 Units	AL, 00500	0	1	0	21	222	1.61331e-06
Not Available	Multi-Family with 5+ Units	AL, 00500	0	1	0	20	348	2.52896e-06
Not Available	Single-Family Attached	AL, 00500	0	1	0	136	118	8.57523e-07
Not Available	Single-Family Detached	AL, 00500	0	1	0	207	4555	3.31019e-05
0-100%	Mobile Home	AL, 00600	1	0	0	67	2000	1.3693e-05
0-100%	Multi-Family with 2 - 4 Units	AL, 00600	1	0	0	31	1062	6.80951e-06
0-100%	Multi-Family with 5+ Units	AL, 00600	1	0	0	49	1299	9.99969e-06
0-100%	Single-Family Attached	AL, 00600	1	0	0	10	110	1.16033e-06
0-100%	Single-Family Detached	AL, 00600	1	0	0	206	3937	3.25788e-05
100-150%	Mobile Home	AL, 00600	1	0	0	55	1476	9.49483e-06
100-150%	Multi-Family with 2 - 4 Units	AL, 00600	1	0	0	23	418	3.34543e-06
100-150%	Multi-Family with 5+ Units	AL, 00600	0.969519	0	0.0304807	28	853	5.21587e-06
100-150%	Single-Family Attached	AL, 00600	1	0	0	10	142	8.49958e-07
100-150%	Single-Family Detached	AL, 00600	1	0	0	177	3515	2.69464e-05
150-200%	Mobile Home	AL, 00600	0.99218	0	0.00782014	42	1023	8.43589e-06
150-200%	Multi-Family with 2 - 4 Units	AL, 00600	0.995443	0	0.0045568	465	158	2.15733e-06
150-200%	Multi-Family with 5+ Units	AL, 00600	1	0	0	17	428	3.88309e-06
150-200%	Single-Family Attached	AL, 00600	0.993571	0	0.0064288	183	68	8.80205e-07
150-200%	Single-Family Detached	AL, 00600	0.97644	0	0.0235602	232	4584	2.80101e-05
200-300%	Mobile Home	AL, 00600	1	0	0	72	1535	1.2555e-05
200-300%	Multi-Family with 2 - 4 Units	AL, 00600	1	0	0	17	407	2.7604e-06
200-300%	Multi-Family with 5+ Units	AL, 00600	1	0	0	27	1012	6.95631e-06
200-300%	Single-Family Attached	AL, 00600	1	0	0	23	537	2.06859e-06
200-300%	Single-Family Detached	AL, 00600	0.982488	0	0.0175117	389	7081	5.57003e-05
300-400%	Mobile Home	AL, 00600	1	0	0	28	596	5.82875e-06
300-400%	Multi-Family with 2 - 4 Units	AL, 00600	0.995289	0	0.00471143	324	160	1.23385e-06
300-400%	Multi-Family with 5+ Units	AL, 00600	1	0	0	20	511	3.07358e-06
300-400%	Single-Family Attached	AL, 00600	0.993856	0	0.00614439	232	119	1.55091e-06
300-400%	Single-Family Detached	AL, 00600	0.981191	0	0.0188092	388	7390	4.96779e-05
400%+	Mobile Home	AL, 00600	0.943434	0	0.0565657	47	990	6.29271e-06
400%+	Multi-Family with 2 - 4 Units	AL, 00600	1	0	0	10	246	1.80273e-06
400%+	Multi-Family with 5+ Units	AL, 00600	1	0	0	14	404	4.17139e-06
400%+	Single-Family Attached	AL, 00600	1	0	0	25	495	4.3585e-06
400%+	Single-Family Detached	AL, 00600	0.969138	0	0.0308623	902	16039	0.000121437
Not Available	Mobile Home	AL, 00600	0	1	0	45	1935	1.42967e-05
Not Available	Multi-Family with 2 - 4 Units	AL, 00600	0	1	0	18	579	4.27794e-06
Not Available	Multi-Family with 5+ Units	AL, 00600	0	1	0	21	847	6.25803e-06
Not Available	Single-Family Attached	AL, 00600	0	1	0	136	71	5.24583e-07
Not Available	Single-Family Detached	AL, 00600	0	1	0	151	5319	3.92994e-05
0-100%	Mobile Home	AL, 00700	1	0	0	92	1729	1.43385e-05
0-100%	Multi-Family with 2 - 4 Units	AL, 00700	1	0	0	39	707	5.22167e-06
0-100%	Multi-Family with 5+ Units	AL, 00700	1	0	0	27	619	4.53998e-06
0-100%	Single-Family Attached	AL, 00700	1	0	0	254	76	2.23201e-07
0-100%	Single-Family Detached	AL, 00700	1	0	0	169	2685	2.34051e-05
100-150%	Mobile Home	AL, 00700	0.928981	0	0.0710187	76	1394	1.12019e-05
100-150%	Multi-Family with 2 - 4 Units	AL, 00700	0.841897	0	0.158103	16	253	1.54691e-06
100-150%	Multi-Family with 5+ Units	AL, 00700	1	0	0	18	346	2.13657e-06
100-150%	Single-Family Attached	AL, 00700	1	0	0	142	54	1.61307e-07
100-150%	Single-Family Detached	AL, 00700	1	0	0	168	2892	2.34532e-05
150-200%	Mobile Home	AL, 00700	0.999388	0	0.00061237	80	1633	8.32849e-06
150-200%	Multi-Family with 2 - 4 Units	AL, 00700	0.995443	0	0.0045568	465	156	1.19351e-06
150-200%	Multi-Family with 5+ Units	AL, 00700	1	0	0	11	179	1.37835e-06
150-200%	Single-Family Attached	AL, 00700	0.993571	0	0.0064288	183	0	1.58854e-07
150-200%	Single-Family Detached	AL, 00700	0.991437	0	0.00856302	200	3737	2.33382e-05
200-300%	Mobile Home	AL, 00700	1	0	0	106	1708	1.24802e-05
200-300%	Multi-Family with 2 - 4 Units	AL, 00700	0.991636	0	0.00836439	551	128	1.21605e-06
200-300%	Multi-Family with 5+ Units	AL, 00700	1	0	0	22	415	2.42353e-06
200-300%	Single-Family Attached	AL, 00700	0.993042	0	0.00695807	292	12	2.94068e-07
200-300%	Single-Family Detached	AL, 00700	0.995634	0	0.00436618	377	6871	4.37099e-05
300-400%	Mobile Home	AL, 00700	0.98439	0	0.0156098	59	1025	7.53076e-06
300-400%	Multi-Family with 2 - 4 Units	AL, 00700	0.995289	0	0.00471143	324	70	7.52329e-07
300-400%	Multi-Family with 5+ Units	AL, 00700	0.991611	0	0.00838885	759	168	1.62072e-06
300-400%	Single-Family Attached	AL, 00700	0.993856	0	0.00614439	232	28	1.96531e-07
300-400%	Single-Family Detached	AL, 00700	1	0	0	256	3812	3.15604e-05
400%+	Mobile Home	AL, 00700	1	0	0	60	1072	8.79536e-06
400%+	Multi-Family with 2 - 4 Units	AL, 00700	0.99441	0	0.00559043	447	148	7.72878e-07
400%+	Multi-Family with 5+ Units	AL, 00700	0.996426	0	0.00357437	1464	53	9.32235e-07
400%+	Single-Family Attached	AL, 00700	0.991407	0	0.0085934	615	27	4.08281e-07
400%+	Single-Family Detached	AL, 00700	0.996987	0	0.00301275	541	8630	6.41118e-05
Not Available	Mobile Home	AL, 00700	0	1	0	132	3836	2.80834e-05
Not Available	Multi-Family with 2 - 4 Units	AL, 00700	0	1	0	781	164	1.20065e-06
Not Available	Multi-Family with 5+ Units	AL, 00700	0	1	0	10	419	3.0675e-06
Not Available	Single-Family Attached	AL, 00700	0	1	0	136	139	1.01762e-06
Not Available	Single-Family Detached	AL, 00700	0	1	0	215	6326	4.63128e-05
0-100%	Mobile Home	AL, 00800	0.997998	0	0.002002	111	2997	2.16293e-05
0-100%	Multi-Family with 2 - 4 Units	AL, 00800	1	0	0	28	590	4.25186e-06
0-100%	Multi-Family with 5+ Units	AL, 00800	1	0	0	15	335	2.92854e-06
0-100%	Single-Family Attached	AL, 00800	1	0	0	254	99	5.08971e-07
0-100%	Single-Family Detached	AL, 00800	0.982702	0	0.0172982	135	2428	2.24338e-05
100-150%	Mobile Home	AL, 00800	1	0	0	75	1796	1.27284e-05
100-150%	Multi-Family with 2 - 4 Units	AL, 00800	1	0	0	14	281	1.61443e-06
100-150%	Multi-Family with 5+ Units	AL, 00800	0.995169	0	0.00483057	1077	133	1.32914e-06
100-150%	Single-Family Attached	AL, 00800	1	0	0	142	57	3.75997e-07
100-150%	Single-Family Detached	AL, 00800	1	0	0	136	3291	2.21112e-05
150-200%	Mobile Home	AL, 00800	1	0	0	73	1439	1.18112e-05
150-200%	Multi-Family with 2 - 4 Units	AL, 00800	0.995443	0	0.0045568	465	95	1.20769e-06
150-200%	Multi-Family with 5+ Units	AL, 00800	1	0	0	10	218	1.1669e-06
150-200%	Single-Family Attached	AL, 00800	0.993571	0	0.0064288	183	56	4.4613e-07
150-200%	Single-Family Detached	AL, 00800	1	0	0	175	3619	2.26994e-05
200-300%	Mobile Home	AL, 00800	0.979489	0	0.0205108	111	2584	1.89328e-05
200-300%	Multi-Family with 2 - 4 Units	AL, 00800	1	0	0	12	169	1.45422e-06
200-300%	Multi-Family with 5+ Units	AL, 00800	0.999128	0	0.000871944	1211	251	2.56986e-06
200-300%	Single-Family Attached	AL, 00800	0.993042	0	0.00695807	292	304	9.45163e-07
200-300%	Single-Family Detached	AL, 00800	0.992994	0	0.00700637	346	6280	4.58341e-05
300-400%	Mobile Home	AL, 00800	0.973639	0	0.026361	72	1745	1.158e-05
300-400%	Multi-Family with 2 - 4 Units	AL, 00800	0.995289	0	0.00471143	324	86	8.18602e-07
300-400%	Multi-Family with 5+ Units	AL, 00800	1	0	0	15	575	2.10893e-06
300-400%	Single-Family Attached	AL, 00800	0.993856	0	0.00614439	232	70	7.63848e-07
300-400%	Single-Family Detached	AL, 00800	1	0	0	295	6065	4.32429e-05
400%+	Mobile Home	AL, 00800	0.986581	0	0.0134195	87	2012	1.48735e-05
400%+	Multi-Family with 2 - 4 Units	AL, 00800	0.99441	0	0.00559043	447	241	1.29931e-06
400%+	Multi-Family with 5+ Units	AL, 00800	1	0	0	13	330	3.30989e-06
400%+	Single-Family Attached	AL, 00800	0.991407	0	0.0085934	615	91	1.88971e-06
400%+	Single-Family Detached	AL, 00800	0.992277	0	0.00772305	701	14761	0.000109059
Not Available	Mobile Home	AL, 00800	0	1	0	82	2912	2.12048e-05
Not Available	Multi-Family with 2 - 4 Units	AL, 00800	0	1	0	781	164	1.19423e-06
Not Available	Multi-Family with 5+ Units	AL, 00800	0	1	0	1736	162	1.17967e-06
Not Available	Single-Family Attached	AL, 00800	0	1	0	136	77	5.60703e-07
Not Available	Single-Family Detached	AL, 00800	0	1	0	142	4838	3.52297e-05
0-100%	Mobile Home	AL, 00900	1	0	0	44	1080	7.59946e-06
0-100%	Multi-Family with 2 - 4 Units	AL, 00900	1	0	0	46	773	6.13755e-06
0-100%	Multi-Family with 5+ Units	AL, 00900	1	0	0	52	1012	6.84672e-06
0-100%	Single-Family Attached	AL, 00900	1	0	0	254	41	2.82639e-07
0-100%	Single-Family Detached	AL, 00900	0.971663	0	0.0283366	203	3529	2.82811e-05
100-150%	Mobile Home	AL, 00900	1	0	0	28	568	5.62749e-06
100-150%	Multi-Family with 2 - 4 Units	AL, 00900	1	0	0	16	290	2.36582e-06
100-150%	Multi-Family with 5+ Units	AL, 00900	0.991453	0	0.00854701	19	351	2.74966e-06
100-150%	Single-Family Attached	AL, 00900	1	0	0	142	56	1.91799e-07
100-150%	Single-Family Detached	AL, 00900	0.992821	0	0.00717853	184	3204	2.61048e-05
150-200%	Mobile Home	AL, 00900	1	0	0	44	889	4.84999e-06
150-200%	Multi-Family with 2 - 4 Units	AL, 00900	1	0	0	11	242	1.53511e-06
150-200%	Multi-Family with 5+ Units	AL, 00900	1	0	0	20	426	1.98638e-06
150-200%	Single-Family Attached	AL, 00900	0.993571	0	0.0064288	183	15	2.09572e-07
150-200%	Single-Family Detached	AL, 00900	0.984285	0	0.0157147	178	3309	2.34349e-05
200-300%	Mobile Home	AL, 00900	0.943717	0	0.0562827	46	764	6.58811e-06
200-300%	Multi-Family with 2 - 4 Units	AL, 00900	1	0	0	10	216	1.57721e-06
200-300%	Multi-Family with 5+ Units	AL, 00900	1	0	0	12	265	2.59193e-06
200-300%	Single-Family Attached	AL, 00900	0.993042	0	0.00695807	292	52	4.07649e-07
200-300%	Single-Family Detached	AL, 00900	0.994114	0	0.00588631	315	5946	4.41639e-05
300-400%	Mobile Home	AL, 00900	1	0	0	19	232	2.74699e-06
300-400%	Multi-Family with 2 - 4 Units	AL, 00900	0.995289	0	0.00471143	324	150	7.02787e-07
300-400%	Multi-Family with 5+ Units	AL, 00900	0.991611	0	0.00838885	759	136	1.53641e-06
300-400%	Single-Family Attached	AL, 00900	0.993856	0	0.00614439	232	111	3.01287e-07
300-400%	Single-Family Detached	AL, 00900	1	0	0	290	4945	3.38803e-05
400%+	Mobile Home	AL, 00900	1	0	0	29	678	3.86861e-06
400%+	Multi-Family with 2 - 4 Units	AL, 00900	0.99441	0	0.00559043	447	80	6.88495e-07
400%+	Multi-Family with 5+ Units	AL, 00900	1	0	0	10	252	2.42889e-06
400%+	Single-Family Attached	AL, 00900	0.991407	0	0.0085934	615	5	6.86989e-07
400%+	Single-Family Detached	AL, 00900	0.995389	0	0.00461126	482	9325	6.89016e-05
Not Available	Mobile Home	AL, 00900	0	1	0	36	1161	8.6243e-06
Not Available	Multi-Family with 2 - 4 Units	AL, 00900	0	1	0	17	587	4.36041e-06
Not Available	Multi-Family with 5+ Units	AL, 00900	0	1	0	15	479	3.55818e-06
Not Available	Single-Family Attached	AL, 00900	0	1	0	136	84	6.23979e-07
Not Available	Single-Family Detached	AL, 00900	0	1	0	200	6451	4.792e-05
0-100%	Mobile Home	AL, 01000	0.971744	0	0.0282559	139	3079	2.61357e-05
0-100%	Multi-Family with 2 - 4 Units	AL, 01000	0.952685	0	0.0473146	61	1564	1.13585e-05
0-100%	Multi-Family with 5+ Units	AL, 01000	1	0	0	36	726	5.43216e-06
0-100%	Single-Family Attached	AL, 01000	1	0	0	254	85	4.44317e-07
0-100%	Single-Family Detached	AL, 01000	0.99981	0	0.000189573	259	5275	3.79646e-05
100-150%	Mobile Home	AL, 01000	1	0	0	135	3037	1.87969e-05
100-150%	Multi-Family with 2 - 4 Units	AL, 01000	1	0	0	28	600	4.82271e-06
100-150%	Multi-Family with 5+ Units	AL, 01000	0.883495	0	0.116505	22	515	2.84352e-06
100-150%	Single-Family Attached	AL, 01000	1	0	0	142	40	3.10141e-07
100-150%	Single-Family Detached	AL, 01000	0.970521	0	0.029479	214	3935	3.33278e-05
150-200%	Mobile Home	AL, 01000	0.99159	0	0.00841043	103	2378	1.47475e-05
150-200%	Multi-Family with 2 - 4 Units	AL, 01000	1	0	0	19	434	2.62717e-06
150-200%	Multi-Family with 5+ Units	AL, 01000	0.99863	0	0.00136974	812	327	2.03199e-06
150-200%	Single-Family Attached	AL, 01000	0.993571	0	0.0064288	183	112	2.70427e-07
150-200%	Single-Family Detached	AL, 01000	1	0	0	235	4837	3.27469e-05
200-300%	Mobile Home	AL, 01000	1	0	0	137	2578	2.19227e-05
200-300%	Multi-Family with 2 - 4 Units	AL, 01000	1	0	0	19	307	2.49603e-06
200-300%	Multi-Family with 5+ Units	AL, 01000	1	0	0	14	420	3.57254e-06
200-300%	Single-Family Attached	AL, 01000	0.993042	0	0.00695807	292	13	4.53774e-07
200-300%	Single-Family Detached	AL, 01000	0.997843	0	0.00215709	419	7881	5.94381e-05
300-400%	Mobile Home	AL, 01000	0.992574	0	0.00742574	91	2020	1.30074e-05
300-400%	Multi-Family with 2 - 4 Units	AL, 01000	0.995289	0	0.00471143	324	162	1.11862e-06
300-400%	Multi-Family with 5+ Units	AL, 01000	0.991611	0	0.00838885	759	285	2.06965e-06
300-400%	Single-Family Attached	AL, 01000	0.993856	0	0.00614439	232	17	3.13629e-07
300-400%	Single-Family Detached	AL, 01000	1	0	0	331	6188	4.52489e-05
400%+	Mobile Home	AL, 01000	1	0	0	89	1812	1.46934e-05
400%+	Multi-Family with 2 - 4 Units	AL, 01000	0.99441	0	0.00559043	447	155	1.20666e-06
400%+	Multi-Family with 5+ Units	AL, 01000	1	0	0	11	250	2.5534e-06
400%+	Single-Family Attached	AL, 01000	0.991407	0	0.0085934	615	71	6.86549e-07
400%+	Single-Family Detached	AL, 01000	0.998335	0	0.00166534	695	12610	8.99513e-05
Not Available	Mobile Home	AL, 01000	0	1	0	175	6054	4.4399e-05
Not Available	Multi-Family with 2 - 4 Units	AL, 01000	0	1	0	16	480	3.52026e-06
Not Available	Multi-Family with 5+ Units	AL, 01000	0	1	0	15	465	3.41022e-06
Not Available	Single-Family Attached	AL, 01000	0	1	0	136	28	2.05347e-07
Not Available	Single-Family Detached	AL, 01000	0	1	0	367	11440	8.38991e-05
0-100%	Mobile Home	AL, 01100	1	0	0	55	1480	1.1497e-05
0-100%	Multi-Family with 2 - 4 Units	AL, 01100	0.982342	0	0.017658	40	1076	6.43726e-06
0-100%	Multi-Family with 5+ Units	AL, 01100	1	0	0	46	907	6.26462e-06
0-100%	Single-Family Attached	AL, 01100	1	0	0	10	172	7.63835e-07
0-100%	Single-Family Detached	AL, 01100	0.998706	0	0.001294	191	3864	3.01856e-05
100-150%	Mobile Home	AL, 01100	0.971264	0	0.0287356	47	1044	7.4559e-06
100-150%	Multi-Family with 2 - 4 Units	AL, 01100	1	0	0	13	191	2.17842e-06
100-150%	Multi-Family with 5+ Units	AL, 01100	1	0	0	25	645	3.36213e-06
100-150%	Single-Family Attached	AL, 01100	1	0	0	142	85	4.95933e-07
100-150%	Single-Family Detached	AL, 01100	1	0	0	154	3116	2.33979e-05
150-200%	Mobile Home	AL, 01100	1	0	0	50	1088	6.40706e-06
150-200%	Multi-Family with 2 - 4 Units	AL, 01100	1	0	0	10	192	1.27787e-06
150-200%	Multi-Family with 5+ Units	AL, 01100	1	0	0	19	398	3.56933e-06
150-200%	Single-Family Attached	AL, 01100	0.993571	0	0.0064288	183	10	5.5984e-07
150-200%	Single-Family Detached	AL, 01100	0.993907	0	0.00609319	150	2790	2.16037e-05
200-300%	Mobile Home	AL, 01100	1	0	0	57	1185	9.74052e-06
200-300%	Multi-Family with 2 - 4 Units	AL, 01100	0.991636	0	0.00836439	551	125	1.75847e-06
200-300%	Multi-Family with 5+ Units	AL, 01100	1	0	0	17	424	3.54881e-06
200-300%	Single-Family Attached	AL, 01100	0.993042	0	0.00695807	292	104	1.11061e-06
200-300%	Single-Family Detached	AL, 01100	0.995862	0	0.00413815	299	6283	4.34949e-05
300-400%	Mobile Home	AL, 01100	0.982558	0	0.0174419	34	688	5.47937e-06
300-400%	Multi-Family with 2 - 4 Units	AL, 01100	0.995289	0	0.00471143	324	153	1.12462e-06
300-400%	Multi-Family with 5+ Units	AL, 01100	1	0	0	10	247	2.39992e-06
300-400%	Single-Family Attached	AL, 01100	0.993856	0	0.00614439	232	134	8.15806e-07
300-400%	Single-Family Detached	AL, 01100	0.99677	0	0.00323037	233	4953	3.66262e-05
400%+	Mobile Home	AL, 01100	1	0	0	45	987	7.4242e-06
400%+	Multi-Family with 2 - 4 Units	AL, 01100	0.99441	0	0.00559043	447	225	1.77588e-06
400%+	Multi-Family with 5+ Units	AL, 01100	1	0	0	14	366	3.01031e-06
400%+	Single-Family Attached	AL, 01100	0.991407	0	0.0085934	615	253	1.8762e-06
400%+	Single-Family Detached	AL, 01100	0.998774	0	0.00122592	504	11420	8.52015e-05
Not Available	Mobile Home	AL, 01100	0	1	0	55	2046	1.51756e-05
Not Available	Multi-Family with 2 - 4 Units	AL, 01100	0	1	0	13	344	2.55151e-06
