Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=None	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
0-100%	Mobile Home	GA	Not Available	<1940	0	0	1	12.0191	1.1007e-17	0
0-100%	Mobile Home	GA	Owner	1940s	0.109184	0.890816	0	29.4338	4.12572e-18	1.23301e-06
0-100%	Mobile Home	GA	Owner	1950s	0.0988307	0.901169	0	23.1834	4.12572e-18	3.25229e-06
0-100%	Mobile Home	GA	Owner	1960s	0.0510985	0.948902	0	26.82	563.096	1.32868e-05
0-100%	Mobile Home	GA	Owner	1970s	0.107471	0.892529	0	4.20483	2307.94	4.5859e-05
0-100%	Mobile Home	GA	Owner	1980s	0.260874	0.739126	0	5.00034	2528.5	5.88422e-05
0-100%	Mobile Home	GA	Owner	1990s	0.0669212	0.933079	0	7.72779	4386.52	9.36846e-05
0-100%	Mobile Home	GA	Owner	2000s	0.0564816	0.943518	0	3.97754	1776.53	3.17314e-05
0-100%	Mobile Home	GA	Owner	2010s	0	1	0	2.15924	1343.86	4.50511e-06
0-100%	Mobile Home	GA	Owner	<1940	0.109184	0.890816	0	29.4338	4.12572e-18	1.22043e-06
0-100%	Mobile Home	GA	Renter	1940s	0.0902929	0.909707	0	10.0383	1.65506e-18	1.32517e-06
0-100%	Mobile Home	GA	Renter	1950s	0.081567	0.918433	0	7.90658	1.65506e-18	3.37743e-06
0-100%	Mobile Home	GA	Renter	1960s	0.041786	0.958214	0	9.14682	225.89	1.06887e-05
0-100%	Mobile Home	GA	Renter	1970s	0.088847	0.911153	0	1.43404	925.847	3.69416e-05
0-100%	Mobile Home	GA	Renter	1980s	0.222287	0.777713	0	1.70534	1014.33	6.18629e-05
0-100%	Mobile Home	GA	Renter	1990s	0.0548918	0.945108	0	2.63553	1759.68	9.51468e-05
0-100%	Mobile Home	GA	Renter	2000s	0.0462358	0.953764	0	1.35652	712.665	3.50447e-05
0-100%	Mobile Home	GA	Renter	2010s	0	1	0	0.736397	539.099	7.16345e-06
0-100%	Mobile Home	GA	Renter	<1940	0.0902929	0.909707	0	10.0383	1.65506e-18	1.59977e-06
0-100%	Mobile Home	HI	Not Available	1940s	0	0	1	0.251473	4.7619e-18	0
0-100%	Mobile Home	HI	Not Available	1950s	0	0	1	0.298625	4.7619e-18	0
0-100%	Mobile Home	HI	Not Available	1960s	0	0	1	0.48723	4.7619e-18	0
0-100%	Mobile Home	HI	Not Available	1970s	0	0	1	0.550098	4.7619e-18	0
0-100%	Mobile Home	HI	Not Available	1980s	0	0	1	0.502947	4.7619e-18	0
0-100%	Mobile Home	HI	Not Available	1990s	0	0	1	0.565815	4.7619e-18	0
0-100%	Mobile Home	HI	Not Available	2000s	0	0	1	0.361493	4.7619e-18	0
0-100%	Mobile Home	HI	Not Available	2010s	0	0	1	0.220039	4.7619e-18	0
0-100%	Mobile Home	HI	Not Available	<1940	0	0	1	0.251473	4.7619e-18	0
0-100%	Mobile Home	HI	Owner	1940s	0	1	0	0.157171	4.7619e-18	2.65709e-08
0-100%	Mobile Home	HI	Owner	1950s	0	1	0	0.18664	4.7619e-18	4.02885e-08
0-100%	Mobile Home	HI	Owner	1960s	0	1	0	0.304519	4.7619e-18	4.84564e-08
0-100%	Mobile Home	HI	Owner	1970s	0	1	0	0.343811	4.7619e-18	8.94526e-08
0-100%	Mobile Home	HI	Owner	1980s	0	1	0	0.314342	4.7619e-18	9.48917e-08
0-100%	Mobile Home	HI	Owner	1990s	0	1	0	0.353635	4.7619e-18	1.77987e-07
0-100%	Mobile Home	HI	Owner	2000s	0	1	0	0.225933	4.7619e-18	1.18504e-07
0-100%	Mobile Home	HI	Owner	2010s	0	1	0	0.137525	4.7619e-18	4.88242e-08
0-100%	Mobile Home	HI	Owner	<1940	0	1	0	0.157171	4.7619e-18	3.50366e-08
0-100%	Mobile Home	HI	Renter	1940s	0.444293	0.555707	0	0.298625	4.7619e-18	1.06856e-08
0-100%	Mobile Home	HI	Renter	1950s	0.181101	0.818899	0	0.354617	4.7619e-18	1.88334e-08
0-100%	Mobile Home	HI	Renter	1960s	0	1	0	0.578585	4.7619e-18	2.41203e-08
0-100%	Mobile Home	HI	Renter	1970s	0	1	0	0.653242	4.7619e-18	5.40119e-08
0-100%	Mobile Home	HI	Renter	1980s	0.108219	0.891781	0	0.59725	4.7619e-18	6.32091e-08
0-100%	Mobile Home	HI	Renter	1990s	0.0692488	0.930751	0	0.671906	4.7619e-18	1.47551e-07
0-100%	Mobile Home	HI	Renter	2000s	0	1	0	0.429273	4.7619e-18	9.16566e-08
0-100%	Mobile Home	HI	Renter	2010s	0	1	0	0.261297	4.7619e-18	3.68886e-08
0-100%	Mobile Home	HI	Renter	<1940	0.444293	0.555707	0	0.298625	4.7619e-18	2.75336e-08
0-100%	Mobile Home	IA	Not Available	1940s	0	0	1	23.3654	94.9599	0
0-100%	Mobile Home	IA	Not Available	1950s	0	0	1	13.3281	7.02176e-18	0
0-100%	Mobile Home	IA	Not Available	1960s	0	0	1	12.2586	775.534	0
0-100%	Mobile Home	IA	Not Available	1970s	0	0	1	1.06954	739.547	0
0-100%	Mobile Home	IA	Not Available	1980s	0	0	1	0.904996	560.988	0
0-100%	Mobile Home	IA	Not Available	1990s	0	0	1	1.31636	568.69	0
0-100%	Mobile Home	IA	Not Available	2000s	0	0	1	1.15181	814.21	0
0-100%	Mobile Home	IA	Not Available	2010s	0	0	1	11.765	7.02176e-18	0
0-100%	Mobile Home	IA	Not Available	<1940	0	0	1	23.3654	245.398	0
0-100%	Mobile Home	IA	Owner	1940s	0.0405685	0.959432	0	18.1731	94.9599	2.12131e-07
0-100%	Mobile Home	IA	Owner	1950s	0.0155337	0.984466	0	10.3663	7.02176e-18	4.19066e-07
0-100%	Mobile Home	IA	Owner	1960s	0.0179902	0.98201	0	9.53446	775.534	3.07787e-06
0-100%	Mobile Home	IA	Owner	1970s	0	1	0	0.831865	739.547	1.0152e-05
0-100%	Mobile Home	IA	Owner	1980s	0	1	0	0.703886	560.988	5.59291e-06
0-100%	Mobile Home	IA	Owner	1990s	0	1	0	1.02383	568.69	1.09746e-05
0-100%	Mobile Home	IA	Owner	2000s	0.0903351	0.909665	0	0.895855	814.21	4.21118e-06
0-100%	Mobile Home	IA	Owner	2010s	0.0151536	0.984846	0	9.15052	7.02176e-18	9.312e-07
0-100%	Mobile Home	IA	Owner	<1940	0.0405685	0.959432	0	18.1731	245.398	9.79733e-07
0-100%	Mobile Home	IA	Renter	1940s	0.432753	0.567247	0	1.55252e-19	2.00942e-39	1.76584e-07
0-100%	Mobile Home	IA	Renter	1950s	0.2216	0.7784	0	8.85595e-20	1.48585e-58	2.57811e-07
0-100%	Mobile Home	IA	Renter	1960s	0.248421	0.751579	0	8.14528e-20	1.64108e-38	1.78986e-06
0-100%	Mobile Home	IA	Renter	1970s	0	1	0	7.10662e-21	1.56493e-38	5.88482e-06
0-100%	Mobile Home	IA	Renter	1980s	0	1	0	6.0133e-21	1.18709e-38	2.56345e-06
0-100%	Mobile Home	IA	Renter	1990s	0	1	0	8.74661e-21	1.20339e-38	4.96491e-06
0-100%	Mobile Home	IA	Renter	2000s	0.641797	0.358203	0	7.65329e-21	1.72292e-38	1.9897e-06
0-100%	Mobile Home	IA	Renter	2010s	0.217291	0.782709	0	7.81729e-20	1.48585e-58	5.8563e-07
0-100%	Mobile Home	IA	Renter	<1940	0.432753	0.567247	0	1.55252e-19	5.1928e-39	9.79875e-07
0-100%	Mobile Home	ID	Not Available	1940s	0	0	1	7.52038	9.24115e-18	0
0-100%	Mobile Home	ID	Not Available	1950s	0	0	1	4.01512	9.24115e-18	0
0-100%	Mobile Home	ID	Not Available	1960s	0	0	1	5.79961	221.21	0
0-100%	Mobile Home	ID	Not Available	1970s	0	0	1	1.65703	1289.26	0
0-100%	Mobile Home	ID	Not Available	1980s	0	0	1	0.892248	310.581	0
0-100%	Mobile Home	ID	Not Available	1990s	0	0	1	0.63732	2016.12	0
0-100%	Mobile Home	ID	Not Available	2000s	0	0	1	0.63732	389.75	0
0-100%	Mobile Home	ID	Not Available	2010s	0	0	1	7.64784	175.885	0
0-100%	Mobile Home	ID	Not Available	<1940	0	0	1	7.52038	9.24115e-18	0
0-100%	Mobile Home	ID	Owner	1940s	0.0569111	0.943089	0	9.52731	5.13203e-18	1.99984e-07
0-100%	Mobile Home	ID	Owner	1950s	0.074301	0.925699	0	5.08662	5.13203e-18	6.56084e-07
0-100%	Mobile Home	ID	Owner	1960s	0.11021	0.88979	0	7.34733	122.848	3.34609e-06
0-100%	Mobile Home	ID	Owner	1970s	0.151072	0.848928	0	2.09924	715.983	1.95834e-05
0-100%	Mobile Home	ID	Owner	1980s	0	1	0	1.13036	172.48	8.69079e-06
0-100%	Mobile Home	ID	Owner	1990s	0	1	0	0.807399	1119.64	8.44784e-06
0-100%	Mobile Home	ID	Owner	2000s	0.374301	0.625699	0	0.807399	216.446	2.04952e-06
0-100%	Mobile Home	ID	Owner	2010s	0.00502899	0.994971	0	9.68879	97.6772	7.73147e-07
0-100%	Mobile Home	ID	Owner	<1940	0.0569111	0.943089	0	9.52731	5.13203e-18	3.8301e-07
0-100%	Mobile Home	ID	Renter	1940s	0	1	0	1.91608	5.99892e-19	2.21811e-07
0-100%	Mobile Home	ID	Renter	1950s	0	1	0	1.02299	5.99892e-19	3.96333e-07
0-100%	Mobile Home	ID	Renter	1960s	0	1	0	1.47765	14.3599	2.17226e-06
0-100%	Mobile Home	ID	Renter	1970s	0	1	0	0.422187	83.6924	1.13627e-05
0-100%	Mobile Home	ID	Renter	1980s	0	1	0	0.227331	20.1614	6.28384e-06
0-100%	Mobile Home	ID	Renter	1990s	0	1	0	0.16238	130.877	5.40485e-06
0-100%	Mobile Home	ID	Renter	2000s	0	1	0	0.16238	25.3008	2.42875e-06
0-100%	Mobile Home	ID	Renter	2010s	0	1	0	1.94855	11.4177	6.09357e-07
0-100%	Mobile Home	ID	Renter	<1940	0	1	0	1.91608	5.99892e-19	3.07599e-07
0-100%	Mobile Home	IL	Not Available	1940s	0	0	1	1.26412	3.92812e-19	0
0-100%	Mobile Home	IL	Not Available	1950s	0	0	1	0.833779	3.92812e-19	0
0-100%	Mobile Home	IL	Not Available	1960s	0	0	1	0.71851	34.5825	0
0-100%	Mobile Home	IL	Not Available	1970s	0	0	1	0.0422653	3.92812e-19	0
0-100%	Mobile Home	IL	Not Available	1980s	0	0	1	0.587872	3.92812e-19	0
0-100%	Mobile Home	IL	Not Available	1990s	0	0	1	0.0614768	208.772	0
0-100%	Mobile Home	IL	Not Available	2000s	0	0	1	0.837621	96.065	0
0-100%	Mobile Home	IL	Not Available	2010s	0	0	1	0.0422653	33.8425	0
0-100%	Mobile Home	IL	Not Available	<1940	0	0	1	1.26412	3.92812e-19	0
0-100%	Mobile Home	IL	Owner	1940s	0	1	0	1.01356e-20	5.06805e-59	9.58463e-07
0-100%	Mobile Home	IL	Owner	1950s	0	1	0	6.68515e-21	5.06805e-59	2.07606e-06
0-100%	Mobile Home	IL	Owner	1960s	0	1	0	5.76094e-21	4.46183e-39	1.1664e-05
0-100%	Mobile Home	IL	Owner	1970s	0	1	0	3.38879e-22	5.06805e-59	3.22669e-05
0-100%	Mobile Home	IL	Owner	1980s	0	1	0	4.7135e-21	5.06805e-59	1.86922e-05
0-100%	Mobile Home	IL	Owner	1990s	0	1	0	4.92915e-22	2.69358e-38	2.53329e-05
0-100%	Mobile Home	IL	Owner	2000s	0	1	0	6.71596e-21	1.23943e-38	1.29453e-05
0-100%	Mobile Home	IL	Owner	2010s	0	1	0	3.38879e-22	4.36635e-39	2.44287e-06
0-100%	Mobile Home	IL	Owner	<1940	0	1	0	1.01356e-20	5.06805e-59	1.71848e-06
0-100%	Mobile Home	IL	Renter	1940s	0.14914	0.85086	0	4.61031	3.92812e-19	5.7365e-07
0-100%	Mobile Home	IL	Renter	1950s	0.0694321	0.930568	0	3.04084	3.92812e-19	1.29275e-06
0-100%	Mobile Home	IL	Renter	1960s	0.112848	0.887152	0	2.62045	34.5825	5.89709e-06
0-100%	Mobile Home	IL	Renter	1970s	0	1	0	0.154144	3.92812e-19	1.66215e-05
0-100%	Mobile Home	IL	Renter	1980s	0.0878596	0.91214	0	2.144	3.92812e-19	1.26229e-05
0-100%	Mobile Home	IL	Renter	1990s	0	1	0	0.224209	208.772	1.56322e-05
0-100%	Mobile Home	IL	Renter	2000s	0.0337366	0.966263	0	3.05485	96.065	9.47547e-06
0-100%	Mobile Home	IL	Renter	2010s	0.411061	0.588939	0	0.154144	33.8425	1.6026e-06
0-100%	Mobile Home	IL	Renter	<1940	0.14914	0.85086	0	4.61031	3.92812e-19	1.2051e-06
0-100%	Mobile Home	IN	Not Available	1940s	0	0	1	16.5327	2.78544e-18	0
0-100%	Mobile Home	IN	Not Available	1950s	0	0	1	10.9045	2.78544e-18	0
0-100%	Mobile Home	IN	Not Available	1960s	0	0	1	9.397	272.501	0
0-100%	Mobile Home	IN	Not Available	1970s	0	0	1	0.552765	153.083	0
0-100%	Mobile Home	IN	Not Available	1980s	0	0	1	7.68846	516.504	0
0-100%	Mobile Home	IN	Not Available	1990s	0	0	1	0.804022	448.902	0
0-100%	Mobile Home	IN	Not Available	2000s	0	0	1	10.9548	162.286	0
0-100%	Mobile Home	IN	Not Available	2010s	0	0	1	0.552765	604.958	0
0-100%	Mobile Home	IN	Not Available	<1940	0	0	1	16.5327	2.78544e-18	0
0-100%	Mobile Home	IN	Owner	1940s	0	1	0	11.6701	2.78544e-18	8.20168e-07
0-100%	Mobile Home	IN	Owner	1950s	0	1	0	7.69733	2.78544e-18	2.45684e-06
0-100%	Mobile Home	IN	Owner	1960s	0	1	0	6.63318	272.501	8.04652e-06
0-100%	Mobile Home	IN	Owner	1970s	0	1	0	0.390187	153.083	2.41804e-05
0-100%	Mobile Home	IN	Owner	1980s	0	1	0	5.42715	516.504	1.93932e-05
0-100%	Mobile Home	IN	Owner	1990s	0	1	0	0.567545	448.902	2.8116e-05
0-100%	Mobile Home	IN	Owner	2000s	0	1	0	7.7328	162.286	7.83589e-06
0-100%	Mobile Home	IN	Owner	2010s	0	1	0	0.390187	604.958	2.08326e-06
0-100%	Mobile Home	IN	Owner	<1940	0	1	0	11.6701	2.78544e-18	1.21627e-06
0-100%	Mobile Home	IN	Renter	1940s	0.509687	0.490313	0	3.01564e-19	6.96754e-59	6.25691e-07
0-100%	Mobile Home	IN	Renter	1950s	0.306756	0.693244	0	1.98904e-19	6.96754e-59	1.99167e-06
0-100%	Mobile Home	IN	Renter	1960s	0.429998	0.570002	0	1.71406e-19	6.81639e-39	5.12642e-06
0-100%	Mobile Home	IN	Renter	1970s	0	1	0	1.00827e-20	3.82924e-39	1.50512e-05
0-100%	Mobile Home	IN	Renter	1980s	0.363562	0.636438	0	1.40241e-19	1.29199e-38	1.44271e-05
0-100%	Mobile Home	IN	Renter	1990s	0	1	0	1.46657e-20	1.12289e-38	2.11995e-05
0-100%	Mobile Home	IN	Renter	2000s	0.171542	0.828458	0	1.99821e-19	4.05945e-39	7.87455e-06
0-100%	Mobile Home	IN	Renter	2010s	0.805422	0.194578	0	1.00827e-20	1.51325e-38	1.63299e-06
0-100%	Mobile Home	IN	Renter	<1940	0.509687	0.490313	0	3.01564e-19	6.96754e-59	1.0376e-06
0-100%	Mobile Home	KS	Not Available	1940s	0	0	1	9.09438	36.9711	0
0-100%	Mobile Home	KS	Not Available	1950s	0	0	1	5.18764	1.72281e-18	0
0-100%	Mobile Home	KS	Not Available	1960s	0	0	1	4.77134	1.72281e-18	0
0-100%	Mobile Home	KS	Not Available	1970s	0	0	1	0.416292	1.72281e-18	0
0-100%	Mobile Home	KS	Not Available	1980s	0	0	1	0.352247	1.72281e-18	0
0-100%	Mobile Home	KS	Not Available	1990s	0	0	1	0.512359	311.482	0
0-100%	Mobile Home	KS	Not Available	2000s	0	0	1	0.448314	169.239	0
0-100%	Mobile Home	KS	Not Available	2010s	0	0	1	4.57921	138.662	0
0-100%	Mobile Home	KS	Not Available	<1940	0	0	1	9.09438	95.5418	0
0-100%	Mobile Home	KS	Owner	1940s	0.00861944	0.991381	0	7.0734	36.9711	1.85367e-07
0-100%	Mobile Home	KS	Owner	1950s	0.00323393	0.996766	0	4.03483	1.72281e-18	5.47674e-07
0-100%	Mobile Home	KS	Owner	1960s	0.00375276	0.996247	0	3.71105	1.72281e-18	2.35749e-06
0-100%	Mobile Home	KS	Owner	1970s	0	1	0	0.323783	1.72281e-18	8.79796e-06
0-100%	Mobile Home	KS	Owner	1980s	0	1	0	0.27397	1.72281e-18	6.10799e-06
0-100%	Mobile Home	KS	Owner	1990s	0	1	0	0.398502	311.482	9.72735e-06
0-100%	Mobile Home	KS	Owner	2000s	0.0200106	0.979989	0	0.348689	169.239	2.34289e-06
0-100%	Mobile Home	KS	Owner	2010s	0.00315385	0.996846	0	3.56161	138.662	7.14263e-07
0-100%	Mobile Home	KS	Owner	<1940	0.00861944	0.991381	0	7.0734	95.5418	5.1508e-07
0-100%	Mobile Home	KS	Renter	1940s	0.135596	0.864404	0	1.63212e-19	5.70714e-39	1.64058e-07
0-100%	Mobile Home	KS	Renter	1950s	0.0552999	0.9447	0	9.30998e-20	2.65946e-58	3.68868e-07
0-100%	Mobile Home	KS	Renter	1960s	0.0636387	0.936361	0	8.56288e-20	2.65946e-58	1.56941e-06
0-100%	Mobile Home	KS	Renter	1970s	0	1	0	7.47097e-21	2.65946e-58	6.46995e-06
0-100%	Mobile Home	KS	Renter	1980s	0	1	0	6.32159e-21	2.65946e-58	3.95019e-06
0-100%	Mobile Home	KS	Renter	1990s	0	1	0	9.19504e-21	4.80828e-38	6.48176e-06
0-100%	Mobile Home	KS	Renter	2000s	0.269225	0.730775	0	8.04566e-21	2.6125e-38	2.61115e-06
0-100%	Mobile Home	KS	Renter	2010s	0.0540004	0.946	0	8.21807e-20	2.1405e-38	7.29622e-07
0-100%	Mobile Home	KS	Renter	<1940	0.135596	0.864404	0	1.63212e-19	1.47486e-38	4.97064e-07
0-100%	Mobile Home	KY	Not Available	1940s	0	0	1	13.5254	1.95931e-18	0
0-100%	Mobile Home	KY	Not Available	1950s	0	0	1	7.82542	1.95931e-18	0
0-100%	Mobile Home	KY	Not Available	1960s	0	0	1	11.6898	71.217	0
0-100%	Mobile Home	KY	Not Available	1970s	0	0	1	2.02881	563.176	0
0-100%	Mobile Home	KY	Not Available	1980s	0	0	1	1.64237	463.989	0
0-100%	Mobile Home	KY	Not Available	1990s	0	0	1	4.25084	580.969	0
0-100%	Mobile Home	KY	Not Available	2000s	0	0	1	2.8983	493.309	0
0-100%	Mobile Home	KY	Not Available	2010s	0	0	1	1.15932	257.843	0
0-100%	Mobile Home	KY	Not Available	<1940	0	0	1	13.5254	1.95931e-18	0
0-100%	Mobile Home	KY	Owner	1940s	0.172268	0.827732	0	7.15637	1.32727e-18	4.57979e-07
0-100%	Mobile Home	KY	Owner	1950s	0.216059	0.783941	0	4.14047	1.32727e-18	2.36176e-06
0-100%	Mobile Home	KY	Owner	1960s	0.12098	0.87902	0	6.18515	48.2435	1.55154e-05
0-100%	Mobile Home	KY	Owner	1970s	0.444845	0.555155	0	1.07346	381.504	5.02816e-05
0-100%	Mobile Home	KY	Owner	1980s	0.274688	0.725312	0	0.868988	314.314	4.18289e-05
0-100%	Mobile Home	KY	Owner	1990s	0.367301	0.632699	0	2.24914	393.557	7.4672e-05
0-100%	Mobile Home	KY	Owner	2000s	0	1	0	1.53351	334.175	3.10609e-05
0-100%	Mobile Home	KY	Owner	2010s	0.707864	0.292136	0	0.613403	174.667	1.07605e-05
0-100%	Mobile Home	KY	Owner	<1940	0.172268	0.827732	0	7.15637	1.32727e-18	8.78465e-07
0-100%	Mobile Home	KY	Renter	1940s	0.282496	0.717504	0	0.854745	6.13468e-20	3.7205e-07
0-100%	Mobile Home	KY	Renter	1950s	0.342706	0.657294	0	0.494531	6.13468e-20	1.69584e-06
0-100%	Mobile Home	KY	Renter	1960s	0.206581	0.793419	0	0.738744	2.22983	8.53593e-06
0-100%	Mobile Home	KY	Renter	1970s	0.602526	0.397474	0	0.128212	17.6332	2.89224e-05
0-100%	Mobile Home	KY	Renter	1980s	0.417403	0.582597	0	0.103791	14.5277	2.88623e-05
0-100%	Mobile Home	KY	Renter	1990s	0.523411	0.476589	0	0.268634	18.1904	5.15755e-05
0-100%	Mobile Home	KY	Renter	2000s	0	1	0	0.18316	15.4457	3.0221e-05
0-100%	Mobile Home	KY	Renter	2010s	0.820915	0.179085	0	0.0732639	8.07315	8.28375e-06
0-100%	Mobile Home	KY	Renter	<1940	0.282496	0.717504	0	0.854745	6.13468e-20	5.08521e-07
0-100%	Mobile Home	LA	Not Available	1940s	0	0	1	7.78917	144.277	0
0-100%	Mobile Home	LA	Not Available	1950s	0	0	1	7.4061	7.33505e-18	0
0-100%	Mobile Home	LA	Not Available	1960s	0	0	1	9.6407	7.33505e-18	0
0-100%	Mobile Home	LA	Not Available	1970s	0	0	1	1.14922	3033.4	0
0-100%	Mobile Home	LA	Not Available	1980s	0	0	1	1.91537	1405.28	0
0-100%	Mobile Home	LA	Not Available	1990s	0	0	1	0.702303	4891.45	0
0-100%	Mobile Home	LA	Not Available	2000s	0	0	1	0.766148	5222.28	0
0-100%	Mobile Home	LA	Not Available	2010s	0	0	1	1.34076	2828.35	0
0-100%	Mobile Home	LA	Not Available	<1940	0	0	1	7.78917	372.844	0
0-100%	Mobile Home	LA	Owner	1940s	0	1	0	4.49332	79.3666	6.10722e-07
0-100%	Mobile Home	LA	Owner	1950s	0	1	0	4.27234	4.03501e-18	2.2146e-06
0-100%	Mobile Home	LA	Owner	1960s	0	1	0	5.56141	4.03501e-18	1.08679e-05
0-100%	Mobile Home	LA	Owner	1970s	0	1	0	0.662949	1668.68	4.29462e-05
0-100%	Mobile Home	LA	Owner	1980s	0	1	0	1.10492	773.043	5.31535e-05
0-100%	Mobile Home	LA	Owner	1990s	0	1	0	0.405136	2690.79	6.62028e-05
0-100%	Mobile Home	LA	Owner	2000s	0	1	0	0.441966	2872.78	4.59986e-05
0-100%	Mobile Home	LA	Owner	2010s	0	1	0	0.773441	1555.88	1.46373e-05
0-100%	Mobile Home	LA	Owner	<1940	0	1	0	4.49332	205.102	1.2206e-06
0-100%	Mobile Home	LA	Renter	1940s	0.376075	0.623925	0	1.78848	9.62694	4.90523e-07
0-100%	Mobile Home	LA	Renter	1950s	0.368536	0.631464	0	1.70052	4.89435e-19	1.4678e-06
0-100%	Mobile Home	LA	Renter	1960s	0.366812	0.633188	0	2.21361	4.89435e-19	6.2626e-06
0-100%	Mobile Home	LA	Renter	1970s	0.609545	0.390455	0	0.263874	202.405	2.45798e-05
0-100%	Mobile Home	LA	Renter	1980s	0.4474	0.5526	0	0.439791	93.7678	3.40918e-05
0-100%	Mobile Home	LA	Renter	1990s	0	1	0	0.161257	326.385	4.24856e-05
0-100%	Mobile Home	LA	Renter	2000s	0	1	0	0.175916	348.459	3.34855e-05
0-100%	Mobile Home	LA	Renter	2010s	0.410652	0.589348	0	0.307854	188.723	1.40383e-05
0-100%	Mobile Home	LA	Renter	<1940	0.376075	0.623925	0	1.78848	24.8782	7.39998e-07
0-100%	Mobile Home	MA	Not Available	1940s	0	0	1	6.21385	1.7623e-18	0
0-100%	Mobile Home	MA	Not Available	1950s	0	0	1	2.86483	1.7623e-18	0
0-100%	Mobile Home	MA	Not Available	1960s	0	0	1	2.34028	186.758	0
0-100%	Mobile Home	MA	Not Available	1970s	0	0	1	0.302622	85.9258	0
0-100%	Mobile Home	MA	Not Available	1980s	0	0	1	0.201748	81.0042	0
0-100%	Mobile Home	MA	Not Available	1990s	0	0	1	0.242098	1.7623e-18	0
0-100%	Mobile Home	MA	Not Available	2000s	0	0	1	0.201748	1.7623e-18	0
0-100%	Mobile Home	MA	Not Available	2010s	0	0	1	1.65434	1.7623e-18	0
0-100%	Mobile Home	MA	Not Available	<1940	0	0	1	6.21385	1.7623e-18	0
0-100%	Mobile Home	MA	Owner	1940s	0	1	0	5.38533	1.7623e-18	5.22937e-07
0-100%	Mobile Home	MA	Owner	1950s	0	1	0	2.48285	1.7623e-18	1.27023e-06
0-100%	Mobile Home	MA	Owner	1960s	0	1	0	2.02824	186.758	1.97761e-06
0-100%	Mobile Home	MA	Owner	1970s	0	1	0	0.262273	85.9258	5.75034e-06
0-100%	Mobile Home	MA	Owner	1980s	0	1	0	0.174849	81.0042	4.04321e-06
0-100%	Mobile Home	MA	Owner	1990s	0	1	0	0.209818	1.7623e-18	1.20937e-06
0-100%	Mobile Home	MA	Owner	2000s	0	1	0	0.174849	1.7623e-18	1.06634e-06
0-100%	Mobile Home	MA	Owner	2010s	0	1	0	1.43376	1.7623e-18	2.77221e-07
0-100%	Mobile Home	MA	Owner	<1940	0	1	0	5.38533	1.7623e-18	2.41091e-07
0-100%	Mobile Home	MA	Renter	1940s	0.200033	0.799967	0	1.59536e-19	1.16165e-57	2.04877e-07
0-100%	Mobile Home	MA	Renter	1950s	0.240042	0.759958	0	7.35522e-20	1.16165e-57	3.7807e-07
0-100%	Mobile Home	MA	Renter	1960s	0.166514	0.833486	0	6.00849e-20	1.23105e-37	6.90391e-07
0-100%	Mobile Home	MA	Renter	1970s	0.197293	0.802707	0	7.7696e-21	5.66395e-38	1.70006e-06
0-100%	Mobile Home	MA	Renter	1980s	0.54906	0.45094	0	5.17974e-21	5.33953e-38	1.16065e-06
0-100%	Mobile Home	MA	Renter	1990s	0	1	0	6.21568e-21	1.16165e-57	4.11127e-07
0-100%	Mobile Home	MA	Renter	2000s	0.762475	0.237525	0	5.17974e-21	1.16165e-57	5.95368e-07
0-100%	Mobile Home	MA	Renter	2010s	0.0350641	0.964936	0	4.24738e-20	1.16165e-57	9.90059e-08
0-100%	Mobile Home	MA	Renter	<1940	0.200033	0.799967	0	1.59536e-19	1.16165e-57	4.89357e-07
0-100%	Mobile Home	MD	Not Available	1940s	0	0	1	31.4873	1.67508e-17	0
0-100%	Mobile Home	MD	Not Available	1950s	0	0	1	24.8008	1702.63	0
0-100%	Mobile Home	MD	Not Available	1960s	0	0	1	28.6911	1.67508e-17	0
0-100%	Mobile Home	MD	Not Available	1970s	0	0	1	4.49819	1.67508e-17	0
0-100%	Mobile Home	MD	Not Available	1980s	0	0	1	5.3492	1133.02	0
0-100%	Mobile Home	MD	Not Available	1990s	0	0	1	8.26694	1.67508e-17	0
0-100%	Mobile Home	MD	Not Available	2000s	0	0	1	4.25504	1.67508e-17	0
0-100%	Mobile Home	MD	Not Available	2010s	0	0	1	2.30988	1.67508e-17	0
0-100%	Mobile Home	MD	Not Available	<1940	0	0	1	31.4873	1.67508e-17	0
0-100%	Mobile Home	MD	Owner	1940s	0.143432	0.856568	0	12.8847	6.6387e-18	3.26298e-07
0-100%	Mobile Home	MD	Owner	1950s	0.130307	0.869693	0	10.1485	674.789	8.61491e-07
0-100%	Mobile Home	MD	Owner	1960s	0.0685285	0.931472	0	11.7405	6.6387e-18	1.89616e-06
0-100%	Mobile Home	MD	Owner	1970s	0.141268	0.858732	0	1.84066	6.6387e-18	6.08206e-06
0-100%	Mobile Home	MD	Owner	1980s	0.325327	0.674673	0	2.1889	449.04	5.2202e-06
0-100%	Mobile Home	MD	Owner	1990s	0.0892408	0.910759	0	3.38284	6.6387e-18	4.65471e-06
0-100%	Mobile Home	MD	Owner	2000s	0.0756015	0.924399	0	1.74117	6.6387e-18	3.26518e-06
0-100%	Mobile Home	MD	Owner	2010s	0	1	0	0.945206	6.6387e-18	8.21241e-07
0-100%	Mobile Home	MD	Owner	<1940	0.143432	0.856568	0	12.8847	6.6387e-18	7.58495e-07
