Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
300-400%	Multi-Family with 2 - 4 Units	AK	Not Available	1950s	0	0	0	0	0	0	0	0	1	30	0	0
300-400%	Multi-Family with 2 - 4 Units	AK	Owner	1950s	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	4.84346e-07
300-400%	Multi-Family with 2 - 4 Units	AK	Renter	1950s	0.0270336	0.00483492	0.0127984	0.10939	0.549923	0.275572	0.020448	0	0	28	0	1.71707e-06
400%+	Multi-Family with 2 - 4 Units	AK	Not Available	1950s	0	0	0	0	0	0	0	0	1	40	0	0
400%+	Multi-Family with 2 - 4 Units	AK	Owner	1950s	0.0311033	0.00553403	0.0162008	0.147765	0.353343	0.397358	0.017001	0.0316948	0	92	0	2.35272e-06
400%+	Multi-Family with 2 - 4 Units	AK	Renter	1950s	0.0566552	0.00706255	0.0211799	0.0821655	0.53079	0.294432	0.00771476	0	0	36	0	4.89232e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Not Available	1950s	0.0274747	0.00370728	0.0109247	0.0704237	0.525064	0.316751	0.0129555	0.0326992	0	90	1157.15	3.76941e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Owner	1950s	0	0	0	0	0	0	0	0	1	142	0	0
Not Available	Multi-Family with 2 - 4 Units	AK	Renter	1950s	0	0	0	0	0	0	0	0	1	84	1157.15	0
0-100%	Multi-Family with 2 - 4 Units	AK	Not Available	1960s	0	0	0	0	0	0	0	0	1	12	1005.49	0
0-100%	Multi-Family with 2 - 4 Units	AK	Owner	1960s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	2.49563e-07
0-100%	Multi-Family with 2 - 4 Units	AK	Renter	1960s	0.0630723	0.0112804	0.0293641	0.112492	0.342452	0.44134	0	0	0	10	1005.49	2.13886e-06
100-150%	Multi-Family with 2 - 4 Units	AK	Not Available	1960s	0	0	0	0	0	0	0	0	1	12	2000.35	0
100-150%	Multi-Family with 2 - 4 Units	AK	Owner	1960s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	921.504	4.19866e-08
100-150%	Multi-Family with 2 - 4 Units	AK	Renter	1960s	0.0630723	0.0112804	0.0293641	0.112492	0.342452	0.44134	0	0	0	10	1078.84	1.5177e-06
150-200%	Multi-Family with 2 - 4 Units	AK	Not Available	1960s	0	0	0	0	0	0	0	0	1	12	1.66203	0
150-200%	Multi-Family with 2 - 4 Units	AK	Owner	1960s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	1.66203	8.09299e-08
150-200%	Multi-Family with 2 - 4 Units	AK	Renter	1960s	0.0630723	0.0112804	0.0293641	0.112492	0.342452	0.44134	0	0	0	10	0	1.66231e-06
200-300%	Multi-Family with 2 - 4 Units	AK	Not Available	1960s	0	0	0	0	0	0	0	0	1	10	0	0
200-300%	Multi-Family with 2 - 4 Units	AK	Owner	1960s	0	0	0	0.0165848	0.459654	0.523761	0	0	0	11	0	2.81574e-07
200-300%	Multi-Family with 2 - 4 Units	AK	Renter	1960s	0.024888	0.00445118	0.0109343	0.0474959	0.569366	0.274337	0	0.0685277	0	66	0	3.03378e-06
300-400%	Multi-Family with 2 - 4 Units	AK	Not Available	1960s	0	0	0	0	0	0	0	0	1	10	1211.29	0
300-400%	Multi-Family with 2 - 4 Units	AK	Owner	1960s	0	0	0	0.0165848	0.459654	0.523761	0	0	0	11	0	4.96445e-07
300-400%	Multi-Family with 2 - 4 Units	AK	Renter	1960s	0.024888	0.00445118	0.0109343	0.0474959	0.569366	0.274337	0	0.0685277	0	66	1211.29	2.22521e-06
400%+	Multi-Family with 2 - 4 Units	AK	Not Available	1960s	0	0	0	0	0	0	0	0	1	69	0	0
400%+	Multi-Family with 2 - 4 Units	AK	Owner	1960s	0.0127661	0.00228319	0.00560864	0.088857	0.46247	0.42075	0.00726496	0	0	13	0	3.14731e-06
400%+	Multi-Family with 2 - 4 Units	AK	Renter	1960s	0.00118547	0.000212019	0.00121262	0.0836423	0.58357	0.303718	0.0215996	0.00486024	0	56	0	4.66363e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Not Available	1960s	0.0267667	0.00478717	0.0124616	0.0628651	0.454366	0.438754	0	0	0	19	4218.78	4.51874e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Owner	1960s	0	0	0	0	0	0	0	0	1	23	923.166	0
Not Available	Multi-Family with 2 - 4 Units	AK	Renter	1960s	0	0	0	0	0	0	0	0	1	17	3295.62	0
0-100%	Multi-Family with 2 - 4 Units	AK	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	1947.71	0
0-100%	Multi-Family with 2 - 4 Units	AK	Owner	1970s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	7.87673e-07
0-100%	Multi-Family with 2 - 4 Units	AK	Renter	1970s	0.0630723	0.0112804	0.0293641	0.112492	0.342452	0.44134	0	0	0	10	1947.71	6.56127e-06
100-150%	Multi-Family with 2 - 4 Units	AK	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	0	0
100-150%	Multi-Family with 2 - 4 Units	AK	Owner	1970s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	1.33753e-07
100-150%	Multi-Family with 2 - 4 Units	AK	Renter	1970s	0.0630723	0.0112804	0.0293641	0.112492	0.342452	0.44134	0	0	0	10	0	4.63725e-06
150-200%	Multi-Family with 2 - 4 Units	AK	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	0	0
150-200%	Multi-Family with 2 - 4 Units	AK	Owner	1970s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	2.56277e-07
150-200%	Multi-Family with 2 - 4 Units	AK	Renter	1970s	0.0630723	0.0112804	0.0293641	0.112492	0.342452	0.44134	0	0	0	10	0	5.04253e-06
200-300%	Multi-Family with 2 - 4 Units	AK	Not Available	1970s	0	0	0	0	0	0	0	0	1	10	1632.29	0
200-300%	Multi-Family with 2 - 4 Units	AK	Owner	1970s	0	0	0	0.0165848	0.459654	0.523761	0	0	0	11	0	8.9937e-07
200-300%	Multi-Family with 2 - 4 Units	AK	Renter	1970s	0.024888	0.00445118	0.0109343	0.0474959	0.569366	0.274337	0	0.0685277	0	66	1632.29	9.29548e-06
300-400%	Multi-Family with 2 - 4 Units	AK	Not Available	1970s	0	0	0	0	0	0	0	0	1	10	699.134	0
300-400%	Multi-Family with 2 - 4 Units	AK	Owner	1970s	0	0	0	0.0165848	0.459654	0.523761	0	0	0	11	0	1.59543e-06
300-400%	Multi-Family with 2 - 4 Units	AK	Renter	1970s	0.024888	0.00445118	0.0109343	0.0474959	0.569366	0.274337	0	0.0685277	0	66	699.134	6.87958e-06
400%+	Multi-Family with 2 - 4 Units	AK	Not Available	1970s	0	0	0	0	0	0	0	0	1	69	0	0
400%+	Multi-Family with 2 - 4 Units	AK	Owner	1970s	0.0127661	0.00228319	0.00560864	0.088857	0.46247	0.42075	0.00726496	0	0	13	0	9.6806e-06
400%+	Multi-Family with 2 - 4 Units	AK	Renter	1970s	0.00118547	0.000212019	0.00121262	0.0836423	0.58357	0.303718	0.0215996	0.00486024	0	56	0	1.4665e-05
Not Available	Multi-Family with 2 - 4 Units	AK	Not Available	1970s	0	0	0	0.022139	0.537907	0.439954	0	0	0	13	4279.13	1.43666e-05
Not Available	Multi-Family with 2 - 4 Units	AK	Owner	1970s	0	0	0	0	0	0	0	0	1	23	0	0
Not Available	Multi-Family with 2 - 4 Units	AK	Renter	1970s	0	0	0	0	0	0	0	0	1	12	4279.13	0
0-100%	Multi-Family with 2 - 4 Units	AK	Not Available	1980s	0	0	0	0	0	0	0	0	1	63	727.563	0
0-100%	Multi-Family with 2 - 4 Units	AK	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	5.44288e-07
0-100%	Multi-Family with 2 - 4 Units	AK	Renter	1980s	0.019019	0.00340151	0.00909998	0.0769819	0.460514	0.369276	0.0375124	0.0241957	0	58	727.563	6.15623e-06
100-150%	Multi-Family with 2 - 4 Units	AK	Not Available	1980s	0	0	0	0	0	0	0	0	1	63	1469.65	0
100-150%	Multi-Family with 2 - 4 Units	AK	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	3.56289e-07
100-150%	Multi-Family with 2 - 4 Units	AK	Renter	1980s	0.019019	0.00340151	0.00909998	0.0769819	0.460514	0.369276	0.0375124	0.0241957	0	58	1469.65	4.04526e-06
150-200%	Multi-Family with 2 - 4 Units	AK	Not Available	1980s	0	0	0	0	0	0	0	0	1	63	0	0
150-200%	Multi-Family with 2 - 4 Units	AK	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	5.74954e-07
150-200%	Multi-Family with 2 - 4 Units	AK	Renter	1980s	0.019019	0.00340151	0.00909998	0.0769819	0.460514	0.369276	0.0375124	0.0241957	0	58	0	4.2361e-06
200-300%	Multi-Family with 2 - 4 Units	AK	Not Available	1980s	0	0	0	0	0	0	0	0	1	17	2701.67	0
200-300%	Multi-Family with 2 - 4 Units	AK	Owner	1980s	0	0	0.000253157	0.0885711	0.451826	0.429288	0.0300616	0	0	15	0	1.21213e-06
200-300%	Multi-Family with 2 - 4 Units	AK	Renter	1980s	0.0293605	0.00525106	0.0128992	0.0584051	0.686085	0.207999	0	0	0	13	2701.67	9.03949e-06
300-400%	Multi-Family with 2 - 4 Units	AK	Not Available	1980s	0	0	0	0	0	0	0	0	1	17	2293.91	0
300-400%	Multi-Family with 2 - 4 Units	AK	Owner	1980s	0	0	0.000253157	0.0885711	0.451826	0.429288	0.0300616	0	0	15	0	1.50858e-06
300-400%	Multi-Family with 2 - 4 Units	AK	Renter	1980s	0.0293605	0.00525106	0.0128992	0.0584051	0.686085	0.207999	0	0	0	13	2293.91	7.47462e-06
400%+	Multi-Family with 2 - 4 Units	AK	Not Available	1980s	0	0	0	0	0	0	0	0	1	59	2846.7	0
400%+	Multi-Family with 2 - 4 Units	AK	Owner	1980s	0.0685906	0.0122673	0.0301346	0.146365	0.50649	0.236153	0	0	0	13	1197.56	9.35661e-06
400%+	Multi-Family with 2 - 4 Units	AK	Renter	1980s	0.0204785	0.00366255	0.0104806	0.103115	0.5033	0.343586	0.0153773	0	0	46	1649.14	1.77136e-05
Not Available	Multi-Family with 2 - 4 Units	AK	Not Available	1980s	0.037305	0.00667193	0.0163896	0.0537979	0.594819	0.291017	0	0	0	15	10039.5	1.50322e-05
Not Available	Multi-Family with 2 - 4 Units	AK	Owner	1980s	0	0	0	0	0	0	0	0	1	23	1197.56	0
Not Available	Multi-Family with 2 - 4 Units	AK	Renter	1980s	0	0	0	0	0	0	0	0	1	13	8841.93	0
0-100%	Multi-Family with 2 - 4 Units	AK	Not Available	1990s	0	0	0	0	0	0	0	0	1	63	0	0
0-100%	Multi-Family with 2 - 4 Units	AK	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	1.87916e-07
0-100%	Multi-Family with 2 - 4 Units	AK	Renter	1990s	0.019019	0.00340151	0.00909998	0.0769819	0.460514	0.369276	0.0375124	0.0241957	0	58	0	2.11156e-06
100-150%	Multi-Family with 2 - 4 Units	AK	Not Available	1990s	0	0	0	0	0	0	0	0	1	63	0	0
100-150%	Multi-Family with 2 - 4 Units	AK	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	1.61802e-07
100-150%	Multi-Family with 2 - 4 Units	AK	Renter	1990s	0.019019	0.00340151	0.00909998	0.0769819	0.460514	0.369276	0.0375124	0.0241957	0	58	0	1.59031e-06
150-200%	Multi-Family with 2 - 4 Units	AK	Not Available	1990s	0	0	0	0	0	0	0	0	1	63	0	0
150-200%	Multi-Family with 2 - 4 Units	AK	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	1.99162e-07
150-200%	Multi-Family with 2 - 4 Units	AK	Renter	1990s	0.019019	0.00340151	0.00909998	0.0769819	0.460514	0.369276	0.0375124	0.0241957	0	58	0	1.6577e-06
200-300%	Multi-Family with 2 - 4 Units	AK	Not Available	1990s	0	0	0	0	0	0	0	0	1	17	415.769	0
200-300%	Multi-Family with 2 - 4 Units	AK	Owner	1990s	0	0	0.000253157	0.0885711	0.451826	0.429288	0.0300616	0	0	15	196.67	4.30115e-07
200-300%	Multi-Family with 2 - 4 Units	AK	Renter	1990s	0.0293605	0.00525106	0.0128992	0.0584051	0.686085	0.207999	0	0	0	13	219.099	3.48096e-06
300-400%	Multi-Family with 2 - 4 Units	AK	Not Available	1990s	0	0	0	0	0	0	0	0	1	17	1540.89	0
300-400%	Multi-Family with 2 - 4 Units	AK	Owner	1990s	0	0	0.000253157	0.0885711	0.451826	0.429288	0.0300616	0	0	15	790.591	5.38439e-07
300-400%	Multi-Family with 2 - 4 Units	AK	Renter	1990s	0.0293605	0.00525106	0.0128992	0.0584051	0.686085	0.207999	0	0	0	13	750.299	2.89351e-06
400%+	Multi-Family with 2 - 4 Units	AK	Not Available	1990s	0	0	0	0	0	0	0	0	1	59	0	0
400%+	Multi-Family with 2 - 4 Units	AK	Owner	1990s	0.0685906	0.0122673	0.0301346	0.146365	0.50649	0.236153	0	0	0	13	0	3.65176e-06
400%+	Multi-Family with 2 - 4 Units	AK	Renter	1990s	0.0204785	0.00366255	0.0104806	0.103115	0.5033	0.343586	0.0153773	0	0	46	0	6.90787e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Not Available	1990s	0.0316735	0.00566475	0.0146382	0.0928394	0.57522	0.279965	0	0	0	18	1956.66	6.22071e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Owner	1990s	0	0	0	0	0	0	0	0	1	23	987.261	0
Not Available	Multi-Family with 2 - 4 Units	AK	Renter	1990s	0	0	0	0	0	0	0	0	1	15	969.398	0
0-100%	Multi-Family with 2 - 4 Units	AK	Not Available	2000s	0	0	0	0	0	0	0	0	1	59	1113.17	0
0-100%	Multi-Family with 2 - 4 Units	AK	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	3.5515e-07
0-100%	Multi-Family with 2 - 4 Units	AK	Renter	2000s	0	0	0.00209875	0.0917885	0.557707	0.299227	0.00836163	0.0408167	0	54	1113.17	2.61814e-06
100-150%	Multi-Family with 2 - 4 Units	AK	Not Available	2000s	0	0	0	0	0	0	0	0	1	59	0	0
100-150%	Multi-Family with 2 - 4 Units	AK	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	3.70276e-07
100-150%	Multi-Family with 2 - 4 Units	AK	Renter	2000s	0	0	0.00209875	0.0917885	0.557707	0.299227	0.00836163	0.0408167	0	54	0	1.61531e-06
150-200%	Multi-Family with 2 - 4 Units	AK	Not Available	2000s	0	0	0	0	0	0	0	0	1	59	0	0
150-200%	Multi-Family with 2 - 4 Units	AK	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	3.64488e-07
150-200%	Multi-Family with 2 - 4 Units	AK	Renter	2000s	0	0	0.00209875	0.0917885	0.557707	0.299227	0.00836163	0.0408167	0	54	0	2.2017e-06
200-300%	Multi-Family with 2 - 4 Units	AK	Not Available	2000s	0	0	0	0	0	0	0	0	1	48	0	0
200-300%	Multi-Family with 2 - 4 Units	AK	Owner	2000s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	6.34492e-07
200-300%	Multi-Family with 2 - 4 Units	AK	Renter	2000s	0	0	0	0.0135895	0.517546	0.423473	0.0453917	0	0	43	0	4.68407e-06
300-400%	Multi-Family with 2 - 4 Units	AK	Not Available	2000s	0	0	0	0	0	0	0	0	1	48	0	0
300-400%	Multi-Family with 2 - 4 Units	AK	Owner	2000s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	8.32613e-07
300-400%	Multi-Family with 2 - 4 Units	AK	Renter	2000s	0	0	0	0.0135895	0.517546	0.423473	0.0453917	0	0	43	0	4.1292e-06
400%+	Multi-Family with 2 - 4 Units	AK	Not Available	2000s	0	0	0	0	0	0	0	0	1	63	0	0
400%+	Multi-Family with 2 - 4 Units	AK	Owner	2000s	0	0	0.00215448	0.104653	0.344926	0.458091	0.0901758	0	0	54	0	3.18611e-06
400%+	Multi-Family with 2 - 4 Units	AK	Renter	2000s	0.016138	0.00288625	0.00892888	0.0953869	0.534782	0.334729	0.00714888	0	0	55	0	7.60567e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Not Available	2000s	0.00647242	0.00115758	0.0042404	0.080121	0.544588	0.331377	0.0192204	0.0128224	0	132	1113.17	7.10911e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Owner	2000s	0	0	0	0	0	0	0	0	1	15	0	0
Not Available	Multi-Family with 2 - 4 Units	AK	Renter	2000s	0	0	0	0	0	0	0	0	1	117	1113.17	0
0-100%	Multi-Family with 2 - 4 Units	AK	Not Available	2010s	0	0	0	0	0	0	0	0	1	59	898.59	0
0-100%	Multi-Family with 2 - 4 Units	AK	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	7.34169e-08
0-100%	Multi-Family with 2 - 4 Units	AK	Renter	2010s	0	0	0.00209875	0.0917885	0.557707	0.299227	0.00836163	0.0408167	0	54	898.59	1.42292e-06
100-150%	Multi-Family with 2 - 4 Units	AK	Not Available	2010s	0	0	0	0	0	0	0	0	1	59	0	0
100-150%	Multi-Family with 2 - 4 Units	AK	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	3.39065e-08
100-150%	Multi-Family with 2 - 4 Units	AK	Renter	2010s	0	0	0.00209875	0.0917885	0.557707	0.299227	0.00836163	0.0408167	0	54	0	8.88327e-07
150-200%	Multi-Family with 2 - 4 Units	AK	Not Available	2010s	0	0	0	0	0	0	0	0	1	59	0	0
150-200%	Multi-Family with 2 - 4 Units	AK	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	3.60241e-08
150-200%	Multi-Family with 2 - 4 Units	AK	Renter	2010s	0	0	0.00209875	0.0917885	0.557707	0.299227	0.00836163	0.0408167	0	54	0	1.09742e-06
200-300%	Multi-Family with 2 - 4 Units	AK	Not Available	2010s	0	0	0	0	0	0	0	0	1	48	0	0
200-300%	Multi-Family with 2 - 4 Units	AK	Owner	2010s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	1.32156e-07
200-300%	Multi-Family with 2 - 4 Units	AK	Renter	2010s	0	0	0	0.0135895	0.517546	0.423473	0.0453917	0	0	43	0	2.12312e-06
300-400%	Multi-Family with 2 - 4 Units	AK	Not Available	2010s	0	0	0	0	0	0	0	0	1	48	139.725	0
300-400%	Multi-Family with 2 - 4 Units	AK	Owner	2010s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	4.3886e-07
300-400%	Multi-Family with 2 - 4 Units	AK	Renter	2010s	0	0	0	0.0135895	0.517546	0.423473	0.0453917	0	0	43	139.725	1.54187e-06
400%+	Multi-Family with 2 - 4 Units	AK	Not Available	2010s	0	0	0	0	0	0	0	0	1	63	912.4	0
400%+	Multi-Family with 2 - 4 Units	AK	Owner	2010s	0	0	0.00215448	0.104653	0.344926	0.458091	0.0901758	0	0	54	0	2.16556e-06
400%+	Multi-Family with 2 - 4 Units	AK	Renter	2010s	0.016138	0.00288625	0.00892888	0.0953869	0.534782	0.334729	0.00714888	0	0	55	912.4	3.81717e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Not Available	2010s	0.00647242	0.00115758	0.0042404	0.080121	0.544588	0.331377	0.0192204	0.0128224	0	132	1950.72	3.38067e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Owner	2010s	0	0	0	0	0	0	0	0	1	15	0	0
Not Available	Multi-Family with 2 - 4 Units	AK	Renter	2010s	0	0	0	0	0	0	0	0	1	117	1950.72	0
0-100%	Multi-Family with 2 - 4 Units	AK	Not Available	<1940	0	0	0	0	0	0	0	0	1	51	0	0
0-100%	Multi-Family with 2 - 4 Units	AK	Owner	<1940	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	8.10223e-08
0-100%	Multi-Family with 2 - 4 Units	AK	Renter	<1940	0	0	0.000361983	0.0444444	0.52159	0.330638	0.0151485	0.0878173	0	48	0	7.64376e-07
100-150%	Multi-Family with 2 - 4 Units	AK	Not Available	<1940	0	0	0	0	0	0	0	0	1	51	0	0
100-150%	Multi-Family with 2 - 4 Units	AK	Owner	<1940	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	6.36345e-08
100-150%	Multi-Family with 2 - 4 Units	AK	Renter	<1940	0	0	0.000361983	0.0444444	0.52159	0.330638	0.0151485	0.0878173	0	48	0	5.03193e-07
150-200%	Multi-Family with 2 - 4 Units	AK	Not Available	<1940	0	0	0	0	0	0	0	0	1	51	0	0
150-200%	Multi-Family with 2 - 4 Units	AK	Owner	<1940	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	1.03035e-07
150-200%	Multi-Family with 2 - 4 Units	AK	Renter	<1940	0	0	0.000361983	0.0444444	0.52159	0.330638	0.0151485	0.0878173	0	48	0	3.86327e-07
200-300%	Multi-Family with 2 - 4 Units	AK	Not Available	<1940	0	0	0	0	0	0	0	0	1	30	0	0
200-300%	Multi-Family with 2 - 4 Units	AK	Owner	<1940	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	1.12451e-07
200-300%	Multi-Family with 2 - 4 Units	AK	Renter	<1940	0.0270336	0.00483492	0.0127984	0.10939	0.549923	0.275572	0.020448	0	0	28	0	6.18547e-07
300-400%	Multi-Family with 2 - 4 Units	AK	Not Available	<1940	0	0	0	0	0	0	0	0	1	30	282.872	0
300-400%	Multi-Family with 2 - 4 Units	AK	Owner	<1940	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	282.872	9.01468e-08
300-400%	Multi-Family with 2 - 4 Units	AK	Renter	<1940	0.0270336	0.00483492	0.0127984	0.10939	0.549923	0.275572	0.020448	0	0	28	0	4.46702e-07
400%+	Multi-Family with 2 - 4 Units	AK	Not Available	<1940	0	0	0	0	0	0	0	0	1	40	459.935	0
400%+	Multi-Family with 2 - 4 Units	AK	Owner	<1940	0.0311033	0.00553403	0.0162008	0.147765	0.353343	0.397358	0.017001	0.0316948	0	92	459.935	5.18837e-07
400%+	Multi-Family with 2 - 4 Units	AK	Renter	<1940	0.0566552	0.00706255	0.0211799	0.0821655	0.53079	0.294432	0.00771476	0	0	36	0	1.1743e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Not Available	<1940	0.0274747	0.00370728	0.0109247	0.0704237	0.525064	0.316751	0.0129555	0.0326992	0	90	742.807	1.30847e-06
Not Available	Multi-Family with 2 - 4 Units	AK	Owner	<1940	0	0	0	0	0	0	0	0	1	142	742.807	0
Not Available	Multi-Family with 2 - 4 Units	AK	Renter	<1940	0	0	0	0	0	0	0	0	1	84	0	0
0-100%	Multi-Family with 2 - 4 Units	AL	Not Available	1940s	0	0	0	0	0	0	0	0	1	81	0	0
0-100%	Multi-Family with 2 - 4 Units	AL	Owner	1940s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	1.40446e-07
0-100%	Multi-Family with 2 - 4 Units	AL	Renter	1940s	0	0	0.000945235	0.081786	0.49588	0.327709	0.0147128	0.0789668	0	79	0	1.40578e-05
100-150%	Multi-Family with 2 - 4 Units	AL	Not Available	1940s	0	0	0	0	0	0	0	0	1	81	0	0
100-150%	Multi-Family with 2 - 4 Units	AL	Owner	1940s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	1.01912e-07
100-150%	Multi-Family with 2 - 4 Units	AL	Renter	1940s	0	0	0.000945235	0.081786	0.49588	0.327709	0.0147128	0.0789668	0	79	0	4.77094e-06
150-200%	Multi-Family with 2 - 4 Units	AL	Not Available	1940s	0	0	0	0	0	0	0	0	1	81	0	0
150-200%	Multi-Family with 2 - 4 Units	AL	Owner	1940s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	1.19366e-07
150-200%	Multi-Family with 2 - 4 Units	AL	Renter	1940s	0	0	0.000945235	0.081786	0.49588	0.327709	0.0147128	0.0789668	0	79	0	2.61461e-06
200-300%	Multi-Family with 2 - 4 Units	AL	Not Available	1940s	0	0	0	0	0	0	0	0	1	32	1970.24	0
200-300%	Multi-Family with 2 - 4 Units	AL	Owner	1940s	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	1.55309e-07
200-300%	Multi-Family with 2 - 4 Units	AL	Renter	1940s	0.0202811	0.00362724	0.00951206	0.0871656	0.533325	0.313553	0.0325357	0	0	23	1970.24	3.18224e-06
300-400%	Multi-Family with 2 - 4 Units	AL	Not Available	1940s	0	0	0	0	0	0	0	0	1	32	0	0
300-400%	Multi-Family with 2 - 4 Units	AL	Owner	1940s	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	1.6591e-07
300-400%	Multi-Family with 2 - 4 Units	AL	Renter	1940s	0.0202811	0.00362724	0.00951206	0.0871656	0.533325	0.313553	0.0325357	0	0	23	0	1.54344e-06
400%+	Multi-Family with 2 - 4 Units	AL	Not Available	1940s	0	0	0	0	0	0	0	0	1	62	0	0
400%+	Multi-Family with 2 - 4 Units	AL	Owner	1940s	0	0	0.00179251	0.120179	0.285145	0.540252	0.0526311	0	0	16	0	4.10181e-07
400%+	Multi-Family with 2 - 4 Units	AL	Renter	1940s	0	0	0.000618922	0.0840126	0.509306	0.311904	0.011981	0.082178	0	46	0	1.77065e-06
Not Available	Multi-Family with 2 - 4 Units	AL	Not Available	1940s	0.0117501	0.00210147	0.00516226	0.0475051	0.578556	0.344768	0.0101568	0	0	13	1970.24	8.415e-06
Not Available	Multi-Family with 2 - 4 Units	AL	Owner	1940s	0	0	0	0	0	0	0	0	1	23	0	0
Not Available	Multi-Family with 2 - 4 Units	AL	Renter	1940s	0	0	0	0	0	0	0	0	1	12	1970.24	0
0-100%	Multi-Family with 2 - 4 Units	AL	Not Available	1950s	0	0	0	0	0	0	0	0	1	81	0	0
0-100%	Multi-Family with 2 - 4 Units	AL	Owner	1950s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	2.90437e-07
0-100%	Multi-Family with 2 - 4 Units	AL	Renter	1950s	0	0	0.000945235	0.081786	0.49588	0.327709	0.0147128	0.0789668	0	79	0	2.70211e-05
100-150%	Multi-Family with 2 - 4 Units	AL	Not Available	1950s	0	0	0	0	0	0	0	0	1	81	0	0
100-150%	Multi-Family with 2 - 4 Units	AL	Owner	1950s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	2.11398e-07
