Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electric	Option=Gas	Option=None	Option=Propane	Option=Void	source_count	source_weight	sampling_probability
None	0-100%	Mobile Home	Fuel Oil	NJ	Renter	0	0	1	0	0	0.24684	2.64698e-19	1.92364e-07
None	0-100%	Mobile Home	Fuel Oil	NM	Not Available	0	0	0	0	1	2.03346	8.16534e-18	0
None	0-100%	Mobile Home	Fuel Oil	NM	Owner	0	0	1	0	0	2.16553	3.54878e-18	6.42796e-08
None	0-100%	Mobile Home	Fuel Oil	NM	Renter	0	0	1	0	0	1.43909	9.48061e-19	6.47216e-08
None	0-100%	Mobile Home	Fuel Oil	NV	Not Available	0	0	0	0	1	2.85999	2.04783e-18	0
None	0-100%	Mobile Home	Fuel Oil	NV	Owner	0	0	1	0	0	2.14499	2.04783e-18	3.14015e-08
None	0-100%	Mobile Home	Fuel Oil	NV	Renter	0	0	1	0	0	1.66e-20	7.41939e-59	5.49431e-08
None	0-100%	Mobile Home	Fuel Oil	NY	Not Available	0	0	0	0	1	0.149138	5.25096e-18	0
None	0-100%	Mobile Home	Fuel Oil	NY	Owner	0	0	1	0	0	0.133269	2.5885e-18	0
None	0-100%	Mobile Home	Fuel Oil	NY	Renter	0	0	1	0	0	0.157513	4.65963e-19	5.07874e-06
None	0-100%	Mobile Home	Fuel Oil	OH	Not Available	0	0	0	0	1	0.237819	5.9846e-18	0
None	0-100%	Mobile Home	Fuel Oil	OH	Owner	0	0	1	0	0	0.137053	3.98892e-18	0
None	0-100%	Mobile Home	Fuel Oil	OH	Renter	0	0	1	0	0	0.159232	2.01705e-19	7.14667e-08
None	0-100%	Mobile Home	Fuel Oil	OK	Not Available	0	0	0	0	1	3.60061	3.78697e-18	0
None	0-100%	Mobile Home	Fuel Oil	OK	Owner	0	0	1	0	0	1.46144	1.40374e-18	1.00066e-07
None	0-100%	Mobile Home	Fuel Oil	OK	Renter	0	0	1	0	0	0.469479	5.7945e-19	8.24658e-08
None	0-100%	Mobile Home	Fuel Oil	OR	Not Available	0	0	0	0	1	1.00613	1.84616e-18	0
None	0-100%	Mobile Home	Fuel Oil	OR	Owner	0	0	1	0	0	0.868928	1.84616e-18	3.25784e-07
None	0-100%	Mobile Home	Fuel Oil	OR	Renter	0	0	1	0	0	8.17061e-21	2.17927e-59	2.54501e-07
None	0-100%	Mobile Home	Fuel Oil	PA	Not Available	0	0	0	0	1	0.429853	9.78006e-18	0
None	0-100%	Mobile Home	Fuel Oil	PA	Owner	0	0	1	0	0	0.196685	4.17878e-18	0
None	0-100%	Mobile Home	Fuel Oil	PA	Renter	0	0	1	0	0	0.290304	1.17311e-18	2.90983e-06
None	0-100%	Mobile Home	Fuel Oil	RI	Not Available	0	0	0	0	1	0.250076	1.05254e-18	0
None	0-100%	Mobile Home	Fuel Oil	RI	Owner	0	0	1	0	0	0.216733	1.05254e-18	0
None	0-100%	Mobile Home	Fuel Oil	RI	Renter	0	0	1	0	0	2.6998e-20	1.22676e-56	2.07209e-07
None	0-100%	Mobile Home	Fuel Oil	SC	Not Available	0	0	0	0	1	0.661835	6.7143e-18	0
None	0-100%	Mobile Home	Fuel Oil	SC	Owner	0	0	1	0	0	0.354953	3.59121e-18	1.25547e-06
None	0-100%	Mobile Home	Fuel Oil	SC	Renter	0	0	1	0	0	0.331908	4.84622e-19	1.00721e-06
None	0-100%	Mobile Home	Fuel Oil	SD	Not Available	0	0	0	0	1	0.55743	7.24903e-18	0
None	0-100%	Mobile Home	Fuel Oil	SD	Owner	0	0	1	0	0	0.164422	1.04257e-18	2.95229e-10
None	0-100%	Mobile Home	Fuel Oil	SD	Renter	0	0	1	0	0	0.499822	2.79337e-18	3.3195e-09
None	0-100%	Mobile Home	Fuel Oil	TN	Not Available	0	0	0	0	1	1.36565	261.895	0
None	0-100%	Mobile Home	Fuel Oil	TN	Owner	0	0	1	0	0	1.22624	52.7889	3.5125e-07
None	0-100%	Mobile Home	Fuel Oil	TN	Renter	0	0	1	0	0	0.41807	79.5233	4.27051e-07
None	0-100%	Mobile Home	Fuel Oil	TX	Not Available	0	0	0	0	1	1.12942	4.94485e-18	0
None	0-100%	Mobile Home	Fuel Oil	TX	Owner	0	0	1	0	0	0.588634	2.69569e-18	2.07413e-07
None	0-100%	Mobile Home	Fuel Oil	TX	Renter	0	0	1	0	0	0.278136	3.38544e-19	1.28898e-07
None	0-100%	Mobile Home	Fuel Oil	UT	Not Available	0	0	0	0	1	1.07155	2.66327e-18	0
None	0-100%	Mobile Home	Fuel Oil	UT	Owner	0	0	1	0	0	0.674679	2.66327e-18	5.94946e-09
None	0-100%	Mobile Home	Fuel Oil	UT	Renter	0	0	1	0	0	6.13078e-21	6.35551e-58	0
None	0-100%	Mobile Home	Fuel Oil	VA	Not Available	0	0	0	0	1	0.460985	1000.96	0
None	0-100%	Mobile Home	Fuel Oil	VA	Owner	0	0	1	0	0	1.45479	368.671	2.20829e-06
None	0-100%	Mobile Home	Fuel Oil	VA	Renter	0	0	1	0	0	0.507409	154.684	1.42448e-06
None	0-100%	Mobile Home	Fuel Oil	VT	Not Available	0	0	0	0	1	0.469828	44.9816	0
None	0-100%	Mobile Home	Fuel Oil	VT	Owner	0	0	1	0	0	0.24908	16.8319	0
None	0-100%	Mobile Home	Fuel Oil	VT	Renter	0	0	1	0	0	0.182428	6.78171	1.0567e-06
None	0-100%	Mobile Home	Fuel Oil	WA	Not Available	0	0	0	0	1	0.784115	2.50344e-18	0
None	0-100%	Mobile Home	Fuel Oil	WA	Owner	0	0	1	0	0	0.580241	1.83794e-18	1.40157e-07
None	0-100%	Mobile Home	Fuel Oil	WA	Renter	0	0	1	0	0	0.265335	5.13102e-20	1.34785e-07
None	0-100%	Mobile Home	Fuel Oil	WI	Not Available	0	0	0	0	1	1.0511e-21	1.09036e-58	0
None	0-100%	Mobile Home	Fuel Oil	WI	Owner	0	0	1	0	0	7.41956e-22	1.09036e-58	0
None	0-100%	Mobile Home	Fuel Oil	WI	Renter	0	0	1	0	0	3.83344e-21	1.09036e-58	1.48942e-08
None	0-100%	Mobile Home	Fuel Oil	WV	Not Available	0	0	0	0	1	2.50754	166.424	0
None	0-100%	Mobile Home	Fuel Oil	WV	Owner	0	0	1	0	0	1.02529	65.8548	7.23777e-07
None	0-100%	Mobile Home	Fuel Oil	WV	Renter	0	0	1	0	0	0.32556	22.9006	4.07237e-07
None	0-100%	Mobile Home	Fuel Oil	WY	Not Available	0	0	0	0	1	1.95663	1.80781e-18	0
None	0-100%	Mobile Home	Fuel Oil	WY	Owner	0	0	1	0	0	0.661766	5.21643e-19	2.28604e-08
None	0-100%	Mobile Home	Fuel Oil	WY	Renter	0	0	1	0	0	0.335405	3.87257e-19	0
None	0-100%	Mobile Home	Natural Gas	AK	Not Available	0	0	0	0	1	1.41515	1.5395e-17	0
None	0-100%	Mobile Home	Natural Gas	AK	Owner	0	0	1	0	0	0.643359	8.34068e-18	5.86275e-07
None	0-100%	Mobile Home	Natural Gas	AK	Renter	0	0	1	0	0	0.142816	1.0725e-18	2.0219e-07
None	0-100%	Mobile Home	Natural Gas	AL	Not Available	0	0	0	0	1	1.08488	1.04696e-17	0
None	0-100%	Mobile Home	Natural Gas	AL	Owner	0	0	1	0	0	0.472785	4.20678e-18	2.3316e-06
None	0-100%	Mobile Home	Natural Gas	AL	Renter	0	0	1	0	0	0.496488	1.40335e-18	1.69375e-06
None	0-100%	Mobile Home	Natural Gas	AR	Not Available	0	0	0	0	1	2.98222	4.65553e-18	0
None	0-100%	Mobile Home	Natural Gas	AR	Owner	0	0	1	0	0	0.408967	1.96992e-19	2.43714e-06
None	0-100%	Mobile Home	Natural Gas	AR	Renter	0	0	1	0	0	0.78959	2.93721e-18	2.48119e-06
None	0-100%	Mobile Home	Natural Gas	AZ	Not Available	0	0	0	0	1	1.46018	577.942	0
None	0-100%	Mobile Home	Natural Gas	AZ	Owner	0	0	1	0	0	1.81224	290.688	7.47588e-06
None	0-100%	Mobile Home	Natural Gas	AZ	Renter	0	0	1	0	0	0.95538	48.8719	7.13251e-06
None	0-100%	Mobile Home	Natural Gas	CA	Not Available	0	0	0	0	1	0.286752	1303.65	0
None	0-100%	Mobile Home	Natural Gas	CA	Owner	0	0	1	0	0	0.407183	728.148	2.10245e-05
None	0-100%	Mobile Home	Natural Gas	CA	Renter	0	0	1	0	0	0.376715	83.2085	2.33274e-05
None	0-100%	Mobile Home	Natural Gas	CO	Not Available	0	0	0	0	1	0.86135	2.37019e-18	0
None	0-100%	Mobile Home	Natural Gas	CO	Owner	0	0	1	0	0	0.415756	1.39293e-18	4.15041e-06
None	0-100%	Mobile Home	Natural Gas	CO	Renter	0	0	1	0	0	0.0744562	1.29108e-19	0
None	0-100%	Mobile Home	Natural Gas	CT	Not Available	0	0	0	0	1	1.07311e-20	1.16069e-57	0
None	0-100%	Mobile Home	Natural Gas	CT	Owner	0	0	1	0	0	9.30025e-21	1.16069e-57	0
None	0-100%	Mobile Home	Natural Gas	CT	Renter	0	0	1	0	0	1.07311e-20	1.16069e-57	1.24816e-07
None	0-100%	Mobile Home	Natural Gas	DC	Not Available	0	0	0	0	1	0.873999	4.7619e-18	0
None	0-100%	Mobile Home	Natural Gas	DC	Owner	0	0	1	0	0	0.568099	4.7619e-18	0
None	0-100%	Mobile Home	Natural Gas	DC	Renter	0	0	1	0	0	0.305899	4.7619e-18	0
None	0-100%	Mobile Home	Natural Gas	DE	Not Available	0	0	0	0	1	1.37661	4.00857e-18	0
None	0-100%	Mobile Home	Natural Gas	DE	Owner	0	0	1	0	0	0.356539	6.36435e-19	7.29346e-07
None	0-100%	Mobile Home	Natural Gas	DE	Renter	0	0	1	0	0	0.289832	1.45051e-18	3.25552e-07
None	0-100%	Mobile Home	Natural Gas	FL	Not Available	0	0	0	0	1	0.403504	3.38985e-18	0
None	0-100%	Mobile Home	Natural Gas	FL	Owner	0	0	1	0	0	0.971294	1.22762e-18	1.85149e-06
None	0-100%	Mobile Home	Natural Gas	FL	Renter	0	0	1	0	0	0.346082	5.37541e-19	9.95088e-07
None	0-100%	Mobile Home	Natural Gas	GA	Not Available	0	0	0	0	1	0.696085	1.1007e-17	0
None	0-100%	Mobile Home	Natural Gas	GA	Owner	0	0	1	0	0	1.70466	4.12572e-18	1.63253e-06
None	0-100%	Mobile Home	Natural Gas	GA	Renter	0	0	1	0	0	0.581366	1.65506e-18	1.49801e-06
None	0-100%	Mobile Home	Natural Gas	HI	Not Available	0	0	0	0	1	0.282908	4.7619e-18	0
None	0-100%	Mobile Home	Natural Gas	HI	Owner	0	0	1	0	0	0.176817	4.7619e-18	0
None	0-100%	Mobile Home	Natural Gas	HI	Renter	0	0	1	0	0	0.335953	4.7619e-18	6.8475e-10
None	0-100%	Mobile Home	Natural Gas	IA	Not Available	0	0	0	0	1	1.31636	7.02176e-18	0
None	0-100%	Mobile Home	Natural Gas	IA	Owner	0	0	1	0	0	1.02383	7.02176e-18	2.84768e-07
None	0-100%	Mobile Home	Natural Gas	IA	Renter	0	0	1	0	0	8.74661e-21	1.48585e-58	1.35938e-06
None	0-100%	Mobile Home	Natural Gas	ID	Not Available	0	0	0	0	1	0.701052	9.24115e-18	0
None	0-100%	Mobile Home	Natural Gas	ID	Owner	0	0	1	0	0	0.888139	5.13203e-18	1.06567e-06
None	0-100%	Mobile Home	Natural Gas	ID	Renter	0	0	1	0	0	0.178617	5.99892e-19	0
None	0-100%	Mobile Home	Natural Gas	IL	Not Available	0	0	0	0	1	0.111427	3.92812e-19	0
None	0-100%	Mobile Home	Natural Gas	IL	Owner	0	0	1	0	0	8.93408e-22	5.06805e-59	0
None	0-100%	Mobile Home	Natural Gas	IL	Renter	0	0	1	0	0	0.406379	3.92812e-19	1.61015e-06
None	0-100%	Mobile Home	Natural Gas	IN	Not Available	0	0	0	0	1	1.45729	2.78544e-18	0
None	0-100%	Mobile Home	Natural Gas	IN	Owner	0	0	1	0	0	1.02867	2.78544e-18	0
None	0-100%	Mobile Home	Natural Gas	IN	Renter	0	0	1	0	0	2.65816e-20	6.96754e-59	5.14161e-06
None	0-100%	Mobile Home	Natural Gas	KS	Not Available	0	0	0	0	1	0.512359	132.513	0
None	0-100%	Mobile Home	Natural Gas	KS	Owner	0	0	1	0	0	0.398502	132.513	3.16802e-08
None	0-100%	Mobile Home	Natural Gas	KS	Renter	0	0	1	0	0	9.19504e-21	2.04557e-38	4.6859e-07
None	0-100%	Mobile Home	Natural Gas	KY	Not Available	0	0	0	0	1	1.44915	1.95931e-18	0
None	0-100%	Mobile Home	Natural Gas	KY	Owner	0	0	1	0	0	0.766754	1.32727e-18	5.74045e-06
None	0-100%	Mobile Home	Natural Gas	KY	Renter	0	0	1	0	0	0.0915799	6.13468e-20	5.25225e-06
None	0-100%	Mobile Home	Natural Gas	LA	Not Available	0	0	0	0	1	1.21307	7.33505e-18	0
None	0-100%	Mobile Home	Natural Gas	LA	Owner	0	0	1	0	0	0.69978	4.03501e-18	0
None	0-100%	Mobile Home	Natural Gas	LA	Renter	0	0	1	0	0	0.278534	4.89435e-19	4.53141e-06
None	0-100%	Mobile Home	Natural Gas	MA	Not Available	0	0	0	0	1	0.685944	1.7623e-18	0
None	0-100%	Mobile Home	Natural Gas	MA	Owner	0	0	1	0	0	0.594485	1.7623e-18	0
None	0-100%	Mobile Home	Natural Gas	MA	Renter	0	0	1	0	0	1.76111e-20	1.16165e-57	5.55192e-07
None	0-100%	Mobile Home	Natural Gas	MD	Not Available	0	0	0	0	1	1.82359	1.67508e-17	0
None	0-100%	Mobile Home	Natural Gas	MD	Owner	0	0	1	0	0	0.746215	6.6387e-18	2.8562e-07
None	0-100%	Mobile Home	Natural Gas	MD	Renter	0	0	1	0	0	0.236448	2.29888e-18	1.36526e-07
None	0-100%	Mobile Home	Natural Gas	ME	Not Available	0	0	0	0	1	0.503695	7.90944e-19	0
None	0-100%	Mobile Home	Natural Gas	ME	Owner	0	0	1	0	0	0.436535	7.90944e-19	0
None	0-100%	Mobile Home	Natural Gas	ME	Renter	0	0	1	0	0	8.52486e-21	2.26561e-58	3.37447e-08
None	0-100%	Mobile Home	Natural Gas	MI	Not Available	0	0	0	0	1	0.502459	4.73803e-18	0
None	0-100%	Mobile Home	Natural Gas	MI	Owner	0	0	1	0	0	0.19688	1.45995e-18	0
None	0-100%	Mobile Home	Natural Gas	MI	Renter	0	0	1	0	0	0.815283	9.37836e-19	4.49187e-06
None	0-100%	Mobile Home	Natural Gas	MN	Not Available	0	0	0	0	1	0.890907	8.02504e-18	0
None	0-100%	Mobile Home	Natural Gas	MN	Owner	0	0	1	0	0	0.692928	8.02504e-18	8.14226e-08
None	0-100%	Mobile Home	Natural Gas	MN	Renter	0	0	1	0	0	5.98273e-21	1.73452e-58	3.83577e-07
None	0-100%	Mobile Home	Natural Gas	MO	Not Available	0	0	0	0	1	0.626654	8.79609e-18	0
None	0-100%	Mobile Home	Natural Gas	MO	Owner	0	0	1	0	0	0.782094	3.1068e-18	1.76997e-08
None	0-100%	Mobile Home	Natural Gas	MO	Renter	0	0	1	0	0	0.991491	1.44771e-18	1.96547e-07
None	0-100%	Mobile Home	Natural Gas	MS	Not Available	0	0	0	0	1	0.995203	1.05996e-17	0
None	0-100%	Mobile Home	Natural Gas	MS	Owner	0	0	1	0	0	0.565771	5.78942e-18	1.44185e-06
None	0-100%	Mobile Home	Natural Gas	MS	Renter	0	0	1	0	0	0.399539	7.2179e-19	2.24976e-06
None	0-100%	Mobile Home	Natural Gas	MT	Not Available	0	0	0	0	1	1.09072	3.84588e-18	0
None	0-100%	Mobile Home	Natural Gas	MT	Owner	0	0	1	0	0	0.116261	1.10221e-19	4.08477e-06
None	0-100%	Mobile Home	Natural Gas	MT	Renter	0	0	1	0	0	0.335582	2.65395e-18	0
None	0-100%	Mobile Home	Natural Gas	NC	Not Available	0	0	0	0	1	0.593421	6.5894e-18	0
None	0-100%	Mobile Home	Natural Gas	NC	Owner	0	0	1	0	0	1.371	2.54942e-18	9.33012e-07
None	0-100%	Mobile Home	Natural Gas	NC	Renter	0	0	1	0	0	0.448613	9.41465e-19	7.30343e-07
None	0-100%	Mobile Home	Natural Gas	ND	Not Available	0	0	0	0	1	0.561306	2.71008e-18	0
None	0-100%	Mobile Home	Natural Gas	ND	Owner	0	0	1	0	0	0.436571	2.71008e-18	1.65386e-08
None	0-100%	Mobile Home	Natural Gas	ND	Renter	0	0	1	0	0	2.11117e-20	1.83751e-57	1.67849e-07
None	0-100%	Mobile Home	Natural Gas	NE	Not Available	0	0	0	0	1	1.17484	1.03524e-17	0
None	0-100%	Mobile Home	Natural Gas	NE	Owner	0	0	1	0	0	1.12795e-20	1.57744e-57	9.87481e-09
None	0-100%	Mobile Home	Natural Gas	NE	Renter	0	0	1	0	0	1.69699	1.03524e-17	1.31577e-07
None	0-100%	Mobile Home	Natural Gas	NH	Not Available	0	0	0	0	1	0.707751	209.621	0
None	0-100%	Mobile Home	Natural Gas	NH	Owner	0	0	1	0	0	0.613384	209.621	0
None	0-100%	Mobile Home	Natural Gas	NH	Renter	0	0	1	0	0	7.04285e-21	2.07573e-38	1.04409e-07
None	0-100%	Mobile Home	Natural Gas	NJ	Not Available	0	0	0	0	1	0.88438	223.288	0
None	0-100%	Mobile Home	Natural Gas	NJ	Owner	0	0	1	0	0	0.434464	109.976	0
None	0-100%	Mobile Home	Natural Gas	NJ	Renter	0	0	1	0	0	0.51425	19.8548	5.43274e-07
None	0-100%	Mobile Home	Natural Gas	NM	Not Available	0	0	0	0	1	2.68707	393.248	0
None	0-100%	Mobile Home	Natural Gas	NM	Owner	0	0	1	0	0	2.8616	170.912	7.28052e-06
None	0-100%	Mobile Home	Natural Gas	NM	Renter	0	0	1	0	0	1.90165	45.6592	8.09762e-06
None	0-100%	Mobile Home	Natural Gas	NV	Not Available	0	0	0	0	1	3.77927	98.4981	0
None	0-100%	Mobile Home	Natural Gas	NV	Owner	0	0	1	0	0	2.83445	98.4981	1.85802e-06
None	0-100%	Mobile Home	Natural Gas	NV	Renter	0	0	1	0	0	2.19357e-20	3.56864e-39	2.67606e-06
None	0-100%	Mobile Home	Natural Gas	NY	Not Available	0	0	0	0	1	0.310705	414.455	0
None	0-100%	Mobile Home	Natural Gas	NY	Owner	0	0	1	0	0	0.277644	204.309	0
None	0-100%	Mobile Home	Natural Gas	NY	Renter	0	0	1	0	0	0.328153	36.7782	3.65331e-06
None	0-100%	Mobile Home	Natural Gas	OH	Not Available	0	0	0	0	1	0.431047	715.412	0
None	0-100%	Mobile Home	Natural Gas	OH	Owner	0	0	1	0	0	0.248409	476.844	0
None	0-100%	Mobile Home	Natural Gas	OH	Renter	0	0	1	0	0	0.288608	24.1122	5.47538e-07
None	0-100%	Mobile Home	Natural Gas	OK	Not Available	0	0	0	0	1	2.73646	3.78697e-18	0
None	0-100%	Mobile Home	Natural Gas	OK	Owner	0	0	1	0	0	1.1107	1.40374e-18	3.11866e-06
None	0-100%	Mobile Home	Natural Gas	OK	Renter	0	0	1	0	0	0.356804	5.7945e-19	2.59553e-06
None	0-100%	Mobile Home	Natural Gas	OR	Not Available	0	0	0	0	1	0.950232	1.84616e-18	0
None	0-100%	Mobile Home	Natural Gas	OR	Owner	0	0	1	0	0	0.820655	1.84616e-18	2.12154e-06
None	0-100%	Mobile Home	Natural Gas	OR	Renter	0	0	1	0	0	7.71669e-21	2.17927e-59	1.41414e-06
None	0-100%	Mobile Home	Natural Gas	PA	Not Available	0	0	0	0	1	0.895527	9.78006e-18	0
None	0-100%	Mobile Home	Natural Gas	PA	Owner	0	0	1	0	0	0.409761	4.17878e-18	0
None	0-100%	Mobile Home	Natural Gas	PA	Renter	0	0	1	0	0	0.6048	1.17311e-18	1.70465e-06
None	0-100%	Mobile Home	Natural Gas	RI	Not Available	0	0	0	0	1	0.654045	1.05254e-18	0
None	0-100%	Mobile Home	Natural Gas	RI	Owner	0	0	1	0	0	0.566839	1.05254e-18	0
None	0-100%	Mobile Home	Natural Gas	RI	Renter	0	0	1	0	0	7.06102e-20	1.22676e-56	8.71648e-08
None	0-100%	Mobile Home	Natural Gas	SC	Not Available	0	0	0	0	1	0.62047	517.843	0
None	0-100%	Mobile Home	Natural Gas	SC	Owner	0	0	1	0	0	0.332769	276.974	1.27436e-06
None	0-100%	Mobile Home	Natural Gas	SC	Renter	0	0	1	0	0	0.311164	37.3766	9.86591e-07
None	0-100%	Mobile Home	Natural Gas	SD	Not Available	0	0	0	0	1	0.891887	140.055	0
None	0-100%	Mobile Home	Natural Gas	SD	Owner	0	0	1	0	0	0.263075	20.1431	1.73868e-08
None	0-100%	Mobile Home	Natural Gas	SD	Renter	0	0	1	0	0	0.799715	53.9694	1.45735e-07
None	0-100%	Mobile Home	Natural Gas	TN	Not Available	0	0	0	0	1	0.819388	6.11774e-18	0
None	0-100%	Mobile Home	Natural Gas	TN	Owner	0	0	1	0	0	0.735744	1.23312e-18	1.39861e-06
None	0-100%	Mobile Home	Natural Gas	TN	Renter	0	0	1	0	0	0.250842	1.85762e-18	1.81762e-06
None	0-100%	Mobile Home	Natural Gas	TX	Not Available	0	0	0	0	1	0.858358	554.951	0
None	0-100%	Mobile Home	Natural Gas	TX	Owner	0	0	1	0	0	0.447362	302.532	8.04477e-06
None	0-100%	Mobile Home	Natural Gas	TX	Renter	0	0	1	0	0	0.211383	37.9941	5.33558e-06
None	0-100%	Mobile Home	Natural Gas	UT	Not Available	0	0	0	0	1	0.420965	183.394	0
None	0-100%	Mobile Home	Natural Gas	UT	Owner	0	0	1	0	0	0.265052	183.394	1.1454e-06
None	0-100%	Mobile Home	Natural Gas	UT	Renter	0	0	1	0	0	2.40852e-21	4.37644e-38	0
None	0-100%	Mobile Home	Natural Gas	VA	Not Available	0	0	0	0	1	0.432173	6.55879e-18	0
None	0-100%	Mobile Home	Natural Gas	VA	Owner	0	0	1	0	0	1.36387	2.41571e-18	3.47743e-07
None	0-100%	Mobile Home	Natural Gas	VA	Renter	0	0	1	0	0	0.475696	1.01356e-18	3.29285e-07
None	0-100%	Mobile Home	Natural Gas	VT	Not Available	0	0	0	0	1	1.22878	3.809e-18	0
None	0-100%	Mobile Home	Natural Gas	VT	Owner	0	0	1	0	0	0.651441	1.4253e-18	0
None	0-100%	Mobile Home	Natural Gas	VT	Renter	0	0	1	0	0	0.477119	5.74268e-19	8.11839e-08
None	0-100%	Mobile Home	Natural Gas	WA	Not Available	0	0	0	0	1	0.740553	2.50344e-18	0
None	0-100%	Mobile Home	Natural Gas	WA	Owner	0	0	1	0	0	0.548005	1.83794e-18	1.72751e-06
None	0-100%	Mobile Home	Natural Gas	WA	Renter	0	0	1	0	0	0.250594	5.13102e-20	1.6818e-06
None	0-100%	Mobile Home	Natural Gas	WI	Not Available	0	0	0	0	1	1.90513e-21	1.09036e-58	0
None	0-100%	Mobile Home	Natural Gas	WI	Owner	0	0	1	0	0	1.3448e-21	1.09036e-58	0
None	0-100%	Mobile Home	Natural Gas	WI	Renter	0	0	1	0	0	6.94811e-21	1.09036e-58	5.2797e-07
None	0-100%	Mobile Home	Natural Gas	WV	Not Available	0	0	0	0	1	2.35082	4.0965e-18	0
None	0-100%	Mobile Home	Natural Gas	WV	Owner	0	0	1	0	0	0.96121	1.621e-18	3.63528e-06
None	0-100%	Mobile Home	Natural Gas	WV	Renter	0	0	1	0	0	0.305213	5.63693e-19	1.9373e-06
None	0-100%	Mobile Home	Natural Gas	WY	Not Available	0	0	0	0	1	0.768677	1.80781e-18	0
None	0-100%	Mobile Home	Natural Gas	WY	Owner	0	0	1	0	0	0.25998	5.21643e-19	4.13362e-06
None	0-100%	Mobile Home	Natural Gas	WY	Renter	0	0	1	0	0	0.131766	3.87257e-19	0
None	0-100%	Mobile Home	None	AK	Not Available	0	0	0	0	1	1.49377	1.5395e-17	0
None	0-100%	Mobile Home	None	AK	Owner	0	0	1	0	0	0.679101	8.34068e-18	0
None	0-100%	Mobile Home	None	AK	Renter	0	0	1	0	0	0.15075	1.0725e-18	0
None	0-100%	Mobile Home	None	AL	Not Available	0	0	0	0	1	1.37418	1.04696e-17	0
None	0-100%	Mobile Home	None	AL	Owner	0	0	1	0	0	0.598861	4.20678e-18	2.54065e-07
None	0-100%	Mobile Home	None	AL	Renter	0	0	1	0	0	0.628885	1.40335e-18	1.8464e-07
None	0-100%	Mobile Home	None	AR	Not Available	0	0	0	0	1	1.56959	4.65553e-18	0
None	0-100%	Mobile Home	None	AR	Owner	0	0	1	0	0	0.215246	1.96992e-19	9.13562e-08
None	0-100%	Mobile Home	None	AR	Renter	0	0	1	0	0	0.415573	2.93721e-18	9.61928e-08
None	0-100%	Mobile Home	None	AZ	Not Available	0	0	0	0	1	0.749821	4.86884e-18	0
None	0-100%	Mobile Home	None	AZ	Owner	0	0	1	0	0	0.930609	2.44889e-18	4.45679e-07
None	0-100%	Mobile Home	None	AZ	Renter	0	0	1	0	0	0.4906	4.11719e-19	4.65014e-07
None	0-100%	Mobile Home	None	CA	Not Available	0	0	0	0	1	0.253016	736.407	0
None	0-100%	Mobile Home	None	CA	Owner	0	0	1	0	0	0.359279	411.317	1.22894e-06
None	0-100%	Mobile Home	None	CA	Renter	0	0	1	0	0	0.332396	47.0029	1.54426e-06
None	0-100%	Mobile Home	None	CO	Not Available	0	0	0	0	1	1.48779	2.37019e-18	0
None	0-100%	Mobile Home	None	CO	Owner	0	0	1	0	0	0.718124	1.39293e-18	1.146e-08
None	0-100%	Mobile Home	None	CO	Renter	0	0	1	0	0	0.128606	1.29108e-19	0
None	0-100%	Mobile Home	None	CT	Not Available	0	0	0	0	1	1.29404e-20	1.16069e-57	0
None	0-100%	Mobile Home	None	CT	Owner	0	0	1	0	0	1.1215e-20	1.16069e-57	0
None	0-100%	Mobile Home	None	CT	Renter	0	0	1	0	0	1.29404e-20	1.16069e-57	6.97357e-09
None	0-100%	Mobile Home	None	DC	Not Available	0	0	0	0	1	1.10706	4.7619e-18	0
None	0-100%	Mobile Home	None	DC	Owner	0	0	1	0	0	0.719592	4.7619e-18	0
None	0-100%	Mobile Home	None	DC	Renter	0	0	1	0	0	0.387473	4.7619e-18	0
None	0-100%	Mobile Home	None	DE	Not Available	0	0	0	0	1	1.74371	4.00857e-18	0
None	0-100%	Mobile Home	None	DE	Owner	0	0	1	0	0	0.451616	6.36435e-19	1.45321e-08
None	0-100%	Mobile Home	None	DE	Renter	0	0	1	0	0	0.36712	1.45051e-18	9.98357e-09
None	0-100%	Mobile Home	None	FL	Not Available	0	0	0	0	1	0.511105	3.38985e-18	0
None	0-100%	Mobile Home	None	FL	Owner	0	0	1	0	0	1.23031	1.22762e-18	2.40484e-06
None	0-100%	Mobile Home	None	FL	Renter	0	0	1	0	0	0.43837	5.37541e-19	1.35019e-06
None	0-100%	Mobile Home	None	GA	Not Available	0	0	0	0	1	0.881708	1238.66	0
None	0-100%	Mobile Home	None	GA	Owner	0	0	1	0	0	2.15924	464.284	2.24436e-07
None	0-100%	Mobile Home	None	GA	Renter	0	0	1	0	0	0.736397	186.251	1.99373e-07
None	0-100%	Mobile Home	None	HI	Not Available	0	0	0	0	1	0.298625	4.7619e-18	0
None	0-100%	Mobile Home	None	HI	Owner	0	0	1	0	0	0.18664	4.7619e-18	0
None	0-100%	Mobile Home	None	HI	Renter	0	0	1	0	0	0.354617	4.7619e-18	2.59733e-08
None	0-100%	Mobile Home	None	IA	Not Available	0	0	0	0	1	3.37317	7.02176e-18	0
None	0-100%	Mobile Home	None	IA	Owner	0	0	1	0	0	2.62358	7.02176e-18	3.57368e-09
